strain,slope_baugh,PC1_baugh,slope_nnls,PC1_nnls
NIC262,4.88326732124352e-4,0.03304665473001889,3.032256837354199e-4,0.021710691153076563
NIC265,2.617798847728468e-4,0.03059803464579052,3.953845373515146e-4,0.030701693738719584
NIC266,-1.312324361281243e-4,0.003977643908615215,-4.918274261005638e-5,-0.0048099776262148656
NIC268,-1.9748688039606417e-5,0.007465578605365382,9.012227775615568e-6,0.006979303012034442
NIC271,-5.8668608868473605e-05,-0.0497710966881506,2.3709919233353826e-5,-0.012866361712550721
NIC3,-1.7371191494134277e-4,-0.016429509057751424,-2.02256987128009e-4,-0.011824136709614921
NIC501,-7.29212564405152e-4,-0.054174181170503904,-5.903753602480527e-4,-0.034244230273279254
NIC523,5.633154790300437e-4,-0.013540656576570796,6.429163975325483e-4,-0.016069274921702303
NIC526,-1.7509514450937864e-4,-0.010728151143051921,-2.2327062052480485e-4,-0.009562603997785567
NIC527,-7.424926973534961e-4,-0.06138894368307802,-7.083527934284725e-4,-0.05271841052385971
NIC528,3.087764813540306e-4,0.0700670524276873,3.1040869530238975e-4,0.054025714653123974
PB306,-1.0159044904395804e-4,0.0018068368131704642,-2.930598633849233e-5,0.005130165139041784
PS2025,1.975040949590599e-4,0.03595963109775557,8.421472622988287e-5,0.021099386782157843
QG2075,1.3420276321904259e-4,0.03609732907679061,1.308598654492979e-4,0.036426602191264514
QG556,-3.2912168568437276e-4,-0.005572791577901597,-2.530685923769376e-4,0.005455760805660613
QW947,-7.474797811219917e-4,-0.03813197408211193,-7.308451660587426e-4,-0.047088860179569765
QX1211,-3.2659724944394294e-6,-6.471742540863931e-4,3.316581366281628e-6,-5.469759742856926e-4
QX1212,-7.856144624893956e-5,0.02907022689454787,-2.5899335494637734e-5,0.0171162566856526
QX1791,-4.570087752643027e-4,-0.021920527925317772,-4.0314300703294775e-4,-0.02298834606707291
QX1792,-4.8292272326626876e-4,-0.04279446381964869,-4.820147247865948e-4,-0.042057506081158866
QX1793,-8.924366761948842e-4,-0.049610114829155165,-9.013567288834973e-4,-0.054741495345907214
QX1794,-3.099457633207765e-4,-0.02057556887269429,-2.8494468127382194e-4,-0.021806667258653253
WN2001,-1.5159485230759715e-4,-0.012566928451293233,-2.2881538764775444e-4,-0.019891227711216777
XZ1513,-3.1932722937302177e-4,0.01481937752134234,-4.098277629363528e-4,-0.007232191410226362
XZ1514,-3.4870731662698447e-4,-0.022145785311086408,-2.5902092592095606e-4,-0.018881449988208395
XZ1515,-1.246390083987242e-4,-0.018224579491918896,4.4328686259260695e-5,-0.003878802884499723
XZ1516,-1.4095747640718888e-4,-0.005881737923702101,-1.0646147670303881e-4,-0.007843811753858657
