strain	depth	abs_err	rel_err	mean_input	n_obs	n_private
CB4852	100	0.000428115551745263	0.095077829943771	0.00570287938034761	70	303
CB4852	50	0.000499949971601729	0.12114430677338	0.00570287938034761	70	303
CB4852	30	0.000737318564539969	0.153933263614193	0.00570287938034761	70	303
CB4852	10	0.00137593816398146	0.264890055964884	0.00570287938034761	70	303
CB4852	5	0.00182005180568199	0.381627579340252	0.00570287938034761	70	303
CB4852	3	0.00218335981217629	0.466208486251994	0.00570287938034761	70	303
CB4852	1	0.00327002369166719	0.665506711544919	0.00570287938034761	70	303
CB4853	500	0.000124944942337142	0.0183099077442649	0.00685726339199623	40	279
CB4853	100	0.00028241228309986	0.0431598113115091	0.00685726339199623	40	279
CB4853	50	0.000365374490537908	0.0569306085709523	0.00685726339199623	40	279
CB4853	30	0.00042893337628397	0.0634523454268136	0.00685726339199623	40	279
CB4853	10	0.00102513059567954	0.151875892257008	0.00685726339199623	40	279
CB4853	5	0.00127030999676579	0.194882550837513	0.00685726339199623	40	279
CB4853	3	0.00141376246611027	0.203977649478688	0.00685726339199623	40	279
CB4853	1	0.00295628614037444	0.448473113112635	0.00685726339199623	40	279
CB4854	500	7.40342249969319e-05	0.0165697520305821	0.00710526804365452	50	1214
CB4854	100	0.000150498809654236	0.02989204505344	0.00710526804365452	50	1214
CB4854	50	0.000179854127582278	0.0365907768077894	0.00710526804365452	50	1214
CB4854	30	0.000279489227176049	0.0557814552417871	0.00710526804365452	50	1214
CB4854	10	0.000525122744769756	0.105831723717095	0.00710526804365452	50	1214
CB4854	5	0.000773580602830905	0.165254790499982	0.00710526804365452	50	1214
CB4854	3	0.0010530925097404	0.222554121528812	0.00710526804365452	50	1214
CB4854	1	0.00118227434210465	0.22002230751354	0.00710526804365452	50	1214
CB4855	500	0.000102123210843462	0.0137006509367993	0.00759980513959618	40	276
CB4855	100	0.00025005053677907	0.033651441443773	0.00759980513959618	40	276
CB4855	50	0.000330927603385859	0.0436789330773314	0.00759980513959618	40	276
CB4855	30	0.000422019449628024	0.0558813673021392	0.00759980513959618	40	276
CB4855	10	0.000694478716980444	0.0945438221565387	0.00759980513959618	40	276
CB4855	5	0.00101820281293159	0.136990006325774	0.00759980513959618	40	276
CB4855	3	0.00163315343840342	0.221873991107757	0.00759980513959618	40	276
CB4855	1	0.00235459123839286	0.31684875214231	0.00759980513959618	40	276
CB4856	500	3.47270255542722e-05	0.0110036981958618	0.00635250848844361	60	8112
CB4856	100	9.17051480602292e-05	0.0299439132938562	0.00635250848844361	60	8112
CB4856	50	0.000113381414071269	0.0371483621912468	0.00635250848844361	60	8112
CB4856	30	0.000147351781200175	0.0459204163218931	0.00635250848844361	60	8112
CB4856	10	0.000309396004502708	0.0872908612778159	0.00635250848844361	60	8112
CB4856	5	0.000358737043562421	0.106356797658446	0.00635250848844361	60	8112
CB4856	3	0.000514794001367267	0.154238182111885	0.00635250848844361	60	8112
CB4856	1	0.0010057003551132	0.309418386139062	0.00635250848844361	60	8112
CB4857	500	0.000130515667988787	0.0279121711783193	0.00867266592499141	50	177
CB4857	100	0.000272968393986878	0.0595634801020662	0.00867266592499141	50	177
CB4857	50	0.00036389167913276	0.0732641379638292	0.00867266592499141	50	177
CB4857	30	0.000513800970101514	0.103994931007151	0.00867266592499141	50	177
CB4857	10	0.00100445595933536	0.204769232585982	0.00867266592499141	50	177
CB4857	5	0.00115200343835994	0.255029789587039	0.00867266592499141	50	177
CB4857	3	0.00174552694386234	0.354847541900881	0.00867266592499141	50	177
CB4857	1	0.00276536456724762	0.481356567209299	0.00867266592499141	50	177
CB4858	500	0.000230019479956689	0.0326935462779339	0.00829456047668428	40	142
CB4858	100	0.000461067191262827	0.0672919653124738	0.00829456047668428	40	142
CB4858	50	0.000564142719794389	0.090368797965736	0.00829456047668428	40	142
CB4858	30	0.000743000687771995	0.124830864263752	0.00829456047668428	40	142
CB4858	10	0.00161168587355607	0.232010954278911	0.00829456047668428	40	142
CB4858	5	0.00205629667867875	0.315289060684047	0.00829456047668428	40	142
CB4858	3	0.00246406357477936	0.360513644311243	0.00829456047668428	40	142
CB4858	1	0.0041322589542425	0.553744555174327	0.00829456047668428	40	142
CB4932	500	0.000132323297003943	0.0229855940874472	0.0062007049156768	70	408
CB4932	100	0.000276368312151212	0.0481866894793503	0.0062007049156768	70	408
CB4932	50	0.000403208452012132	0.0702432755646694	0.0062007049156768	70	408
CB4932	30	0.00043127999121288	0.0789342366538614	0.0062007049156768	70	408
CB4932	10	0.000910103549710383	0.15991511808709	0.0062007049156768	70	408
CB4932	5	0.00121636470747726	0.209684994556941	0.0062007049156768	70	408
CB4932	3	0.00117101290311784	0.203985580330635	0.0062007049156768	70	408
CB4932	1	0.00309734023540413	0.552397825065826	0.0062007049156768	70	408
CX11254	500	8.7590124037749e-05	0.0218347829904802	0.00666738247121888	40	291
CX11254	100	0.000173877807430545	0.0367026585522607	0.00666738247121888	40	291
CX11254	50	0.000262510825690301	0.0568731023828789	0.00666738247121888	40	291
CX11254	30	0.000314477550928524	0.0694011375126131	0.00666738247121888	40	291
CX11254	10	0.000570805716897137	0.11818051416693	0.00666738247121888	40	291
CX11254	5	0.000714234034359923	0.157576064767711	0.00666738247121888	40	291
CX11254	3	0.00113510593496863	0.250560069588271	0.00666738247121888	40	291
CX11254	1	0.00149964686093473	0.283174381236079	0.00666738247121888	40	291
CX11262	500	7.54937543395076e-05	0.0191268017404275	0.00517759945834164	70	380
CX11262	100	0.000146825613832623	0.0349002228495795	0.00517759945834164	70	380
CX11262	50	0.000218492609347897	0.0557621122603228	0.00517759945834164	70	380
CX11262	30	0.000263418700415251	0.0672456591617177	0.00517759945834164	70	380
CX11262	10	0.000540282317369643	0.148029053983662	0.00517759945834164	70	380
CX11262	5	0.000705733790187218	0.194595495643489	0.00517759945834164	70	380
CX11262	3	0.000981294307120744	0.244127925163898	0.00517759945834164	70	380
CX11262	1	0.00169993582844189	0.410943938390357	0.00517759945834164	70	380
CX11264	500	6.93880711448043e-05	0.0140216205370703	0.00625388266337897	60	400
CX11264	100	0.000178823623642156	0.0379787938343048	0.00625388266337897	60	400
CX11264	50	0.000313062421674672	0.0652885312200997	0.00625388266337897	60	400
CX11264	30	0.000282682075428362	0.0603229840528142	0.00625388266337897	60	400
CX11264	10	0.000637726038137251	0.128195654954742	0.00625388266337897	60	400
CX11264	5	0.00094341616069375	0.209044268263196	0.00625388266337897	60	400
CX11264	3	0.00109860804891302	0.244617618926909	0.00625388266337897	60	400
CX11264	1	0.00201637888926445	0.421130723647668	0.00625388266337897	60	400
CX11271	500	0.00010025117973532	0.0151939875367718	0.00792329584139604	70	700
CX11271	100	0.000223360287577952	0.033282546751851	0.00792329584139604	70	700
CX11271	50	0.00029944330361388	0.0452782420227912	0.00792329584139604	70	700
CX11271	30	0.000417762641406635	0.0668408357066447	0.00792329584139604	70	700
CX11271	10	0.000599823027034479	0.0927897539915592	0.00792329584139604	70	700
CX11271	5	0.000895205240970263	0.139606208352456	0.00792329584139604	70	700
CX11271	3	0.00146405457527864	0.22285150739831	0.00792329584139604	70	700
CX11271	1	0.00205680015645751	0.309415191513198	0.00792329584139604	70	700
CX11276	500	7.41869340363076e-05	0.0115459373984241	0.00840505639903566	60	1027
CX11276	100	0.000168182402539671	0.0263223870702408	0.00840505639903566	60	1027
CX11276	50	0.000212874836558397	0.0300698890415183	0.00840505639903566	60	1027
CX11276	30	0.000361383052709223	0.0559263148984186	0.00840505639903566	60	1027
CX11276	10	0.00070515373200744	0.108856813620051	0.00840505639903566	60	1027
CX11276	5	0.000856863908364059	0.113986858884432	0.00840505639903566	60	1027
CX11276	3	0.000848722128992419	0.12724988799895	0.00840505639903566	60	1027
CX11276	1	0.00162937325998665	0.238433536176619	0.00840505639903566	60	1027
CX11285	500	7.18705799469456e-05	0.0237515046641108	0.00543646601154311	70	383
CX11285	100	0.000183973968844211	0.0524583716416981	0.00543646601154311	70	383
CX11285	50	0.00022088734417844	0.0684698772178241	0.00543646601154311	70	383
CX11285	30	0.000297443289298132	0.0795105471509815	0.00543646601154311	70	383
CX11285	10	0.000580803408385536	0.19191996608304	0.00543646601154311	70	383
CX11285	5	0.000752519070767855	0.229926408241261	0.00543646601154311	70	383
CX11285	3	0.000881842522877608	0.252047232407453	0.00543646601154311	70	383
CX11285	1	0.00121376257034722	0.33388543388159	0.00543646601154311	70	383
CX11292	500	0.000132374422750573	0.0186058610475496	0.00793011918454756	70	297
CX11292	100	0.000291998461343357	0.040644337250666	0.00793011918454756	70	297
CX11292	50	0.000508801275223903	0.0749685427622821	0.00793011918454756	70	297
CX11292	30	0.000629254363118732	0.0896736972304788	0.00793011918454756	70	297
CX11292	10	0.00123581590708419	0.181194132014328	0.00793011918454756	70	297
CX11292	5	0.0015411051145028	0.227884924594747	0.00793011918454756	70	297
CX11292	3	0.00177061848450921	0.25836982312529	0.00793011918454756	70	297
CX11292	1	0.00302126338917073	0.431838977448145	0.00793011918454756	70	297
CX11307	500	5.62991726361236e-05	0.0243747879880675	0.00485914998994241	70	495
CX11307	100	0.000145140727330584	0.0682356143306981	0.00485914998994241	70	495
CX11307	50	0.000196109238234167	0.0984560165894375	0.00485914998994241	70	495
CX11307	30	0.000250226024010225	0.0957348774401529	0.00485914998994241	70	495
CX11307	10	0.000508270386677543	0.220249296527126	0.00485914998994241	70	495
CX11307	5	0.000552776737518753	0.222829194880999	0.00485914998994241	70	495
CX11307	3	0.000785768513940844	0.317428383050335	0.00485914998994241	70	495
CX11307	1	0.00111381389752735	0.438846545179949	0.00485914998994241	70	495
CX11314	500	0.00010500046785016	0.0346463439298874	0.00523684773977398	60	103
CX11314	100	0.000258054555251591	0.0775984573032222	0.00523684773977398	60	103
CX11314	50	0.000355267818915239	0.114439977542345	0.00523684773977398	60	103
CX11314	30	0.000444599698718623	0.124420915864459	0.00523684773977398	60	103
CX11314	10	0.000812917976514527	0.248275404477252	0.00523684773977398	60	103
CX11314	5	0.000803289587440223	0.252471626188845	0.00523684773977398	60	103
CX11314	3	0.00148641750568374	0.395790438943008	0.00523684773977398	60	103
CX11314	1	0.00199983002575302	0.502298239202424	0.00523684773977398	60	103
CX11315	500	6.82362581645385e-05	0.0187997233927067	0.00562869989750611	60	327
CX11315	100	0.000163334678768498	0.049954954919846	0.00562869989750611	60	327
CX11315	50	0.00024587520342511	0.0680503547738732	0.00562869989750611	60	327
CX11315	30	0.00027713089068199	0.060234316284892	0.00562869989750611	60	327
CX11315	10	0.000602953772270179	0.1490166099455	0.00562869989750611	60	327
CX11315	5	0.000823948656917067	0.283208318666236	0.00562869989750611	60	327
CX11315	3	0.00101918987175453	0.275642034088375	0.00562869989750611	60	327
CX11315	1	0.00147758049160199	0.355897718814241	0.00562869989750611	60	327
DL200	500	7.8976926585305e-05	0.0146492924137091	0.00680784364937043	50	665
DL200	100	0.000250220389136353	0.046084923228039	0.00680784364937043	50	665
DL200	50	0.000312369970026258	0.0562884579008601	0.00680784364937043	50	665
DL200	30	0.000438584035379699	0.0791091782818691	0.00680784364937043	50	665
DL200	10	0.000740238784318412	0.147977647545492	0.00680784364937043	50	665
DL200	5	0.00092619617596077	0.168754780275627	0.00680784364937043	50	665
DL200	3	0.00147651727097554	0.243635208702408	0.00680784364937043	50	665
DL200	1	0.00249059648903244	0.457081503811099	0.00680784364937043	50	665
DL226	500	7.06537367283678e-05	0.0218107056848257	0.00752972908618918	70	819
DL226	100	0.000180231481661568	0.0618418064058961	0.00752972908618918	70	819
DL226	50	0.00021183949302132	0.0722041108986031	0.00752972908618918	70	819
DL226	30	0.000258132668766653	0.0900233003589911	0.00752972908618918	70	819
DL226	10	0.000510211832955707	0.169857835805947	0.00752972908618918	70	819
DL226	5	0.000624884029276234	0.210623562204725	0.00752972908618918	70	819
DL226	3	0.000929842495559832	0.252070978107386	0.00752972908618918	70	819
DL226	1	0.00160303895806527	0.357017393733748	0.00752972908618918	70	819
DL238	500	4.41974805430174e-05	0.0101189839094133	0.00862770470231929	70	14034
DL238	100	9.34098860239999e-05	0.0195326628482812	0.00862770470231929	70	14034
DL238	50	0.000138228163467792	0.0300348213195499	0.00862770470231929	70	14034
DL238	30	0.000166746367042958	0.0344074778983706	0.00862770470231929	70	14034
DL238	10	0.000280554179765304	0.0660529044777463	0.00862770470231929	70	14034
DL238	5	0.000468062516807046	0.104535046372373	0.00862770470231929	70	14034
DL238	3	0.00049170308456754	0.122578132925396	0.00862770470231929	70	14034
DL238	1	0.000821937234100403	0.185351361610738	0.00862770470231929	70	14034
ECA189	500	5.4209033588259e-05	0.0195182831817475	0.00311122111181188	20	4038
ECA189	100	8.94800446305973e-05	0.0290289838427536	0.00311122111181188	20	4038
ECA189	50	0.000132098202785298	0.0563539192269349	0.00311122111181188	20	4038
ECA189	30	0.000169674358048078	0.0570235957465824	0.00311122111181188	20	4038
ECA189	10	0.000248544628145367	0.092269586961131	0.00311122111181188	20	4038
ECA189	5	0.000435285664731478	0.149612803284154	0.00311122111181188	20	4038
ECA189	3	0.000468635001032851	0.156322462385416	0.00311122111181188	20	4038
ECA189	1	0.00103675013439164	0.376630160580488	0.00311122111181188	20	4038
ECA191	500	3.10533914151242e-05	0.0249465226706603	0.00124479839635711	10	8842
ECA191	100	3.586385488715e-05	0.0288109745257586	0.00124479839635711	10	8842
ECA191	50	0.000127958658232973	0.102794684350046	0.00124479839635711	10	8842
ECA191	30	0.000110431120529507	0.088714060728775	0.00124479839635711	10	8842
ECA191	10	0.000205617654092636	0.165181490186984	0.00124479839635711	10	8842
ECA191	5	0.000377393315721196	0.303176254745855	0.00124479839635711	10	8842
ECA191	3	0.000317772783601513	0.255280521353073	0.00124479839635711	10	8842
ECA191	1	0.000429355165162151	0.344919439500126	0.00124479839635711	10	8842
ECA347	500	3.28473630385585e-05	0.039732099238986	0.000826721055964945	10	16801
ECA347	100	4.47998475639988e-05	0.0541897986518665	0.000826721055964945	10	16801
ECA347	50	4.4532452455108e-05	0.0538663581068828	0.000826721055964945	10	16801
ECA347	30	9.63271726064018e-05	0.116517139501145	0.000826721055964945	10	16801
ECA347	10	0.000246432832690051	0.298084621060504	0.000826721055964945	10	16801
ECA347	5	0.000287354277307781	0.347583111902699	0.000826721055964945	10	16801
ECA347	3	0.00037146557353507	0.449323953774828	0.000826721055964945	10	16801
ECA347	1	0.000525277074853194	0.635374012870754	0.000826721055964945	10	16801
ECA348	500	5.75783949040452e-05	0.0130518255525635	0.00599851594398893	20	487
ECA348	100	0.00018194407931822	0.0351408326263371	0.00599851594398893	20	487
ECA348	50	0.000286630200667528	0.0586986540440198	0.00599851594398893	20	487
ECA348	30	0.000330823431859814	0.0712864322948135	0.00599851594398893	20	487
ECA348	10	0.000720979949257834	0.157180611619479	0.00599851594398893	20	487
ECA348	5	0.00088707389033734	0.207205281411391	0.00599851594398893	20	487
ECA348	3	0.000757140702518926	0.156281052626797	0.00599851594398893	20	487
ECA348	1	0.00125697153123559	0.281331057939161	0.00599851594398893	20	487
ECA349	500	9.92346903479388e-05	0.0334441986054044	0.00362135370766229	20	412
ECA349	100	0.000216637734991029	0.083471610454923	0.00362135370766229	20	412
ECA349	50	0.000324658856546479	0.126343674576951	0.00362135370766229	20	412
ECA349	30	0.000307170293733625	0.109845302116229	0.00362135370766229	20	412
ECA349	10	0.000739420569824441	0.276649385543764	0.00362135370766229	20	412
ECA349	5	0.00113251374826624	0.452223735996592	0.00362135370766229	20	412
ECA349	3	0.00103209460825116	0.335159370704636	0.00362135370766229	20	412
ECA349	1	0.00171709210721553	0.655872073985235	0.00362135370766229	20	412
ECA36	500	5.57151900233734e-05	0.00750183833977223	0.0074419838469505	50	1729
ECA36	100	8.66161082619999e-05	0.0127896752183982	0.0074419838469505	50	1729
ECA36	50	0.000150509625296968	0.0212188017106958	0.0074419838469505	50	1729
ECA36	30	0.000195741102394252	0.0292719385069239	0.0074419838469505	50	1729
ECA36	10	0.00031267280277093	0.0459044713989599	0.0074419838469505	50	1729
ECA36	5	0.000483844034892718	0.0685241545298003	0.0074419838469505	50	1729
ECA36	3	0.000493751054050173	0.0681029872970873	0.0074419838469505	50	1729
ECA36	1	0.00106081576555613	0.162133398439134	0.0074419838469505	50	1729
ECA363	500	2.61207070300645e-05	0.0260105944296757	0.0010042333750075	10	11907
ECA363	100	5.88645110911354e-05	0.0586163660321445	0.0010042333750075	10	11907
ECA363	50	0.000129675013281881	0.129128364490886	0.0010042333750075	10	11907
ECA363	30	0.000121684496912148	0.12117153237537	0.0010042333750075	10	11907
ECA363	10	0.000213056070551483	0.212157926487846	0.0010042333750075	10	11907
ECA363	5	0.000305859722358305	0.304570361800633	0.0010042333750075	10	11907
ECA363	3	0.00045829775823871	0.456365790706057	0.0010042333750075	10	11907
ECA363	1	0.000659206580993558	0.656427676473743	0.0010042333750075	10	11907
ECA369	500	1.98627739709634e-05	0.00982258390968846	0.00202215365667397	10	44292
ECA369	100	5.29952332507315e-05	0.0262073226116248	0.00202215365667397	10	44292
ECA369	50	8.03253414177117e-05	0.0397226695175235	0.00202215365667397	10	44292
ECA369	30	9.75409909611193e-05	0.0482361914680383	0.00202215365667397	10	44292
ECA369	10	9.02554612426175e-05	0.0446333348332537	0.00202215365667397	10	44292
ECA369	5	0.000187418460273684	0.0926826008771011	0.00202215365667397	10	44292
ECA369	3	0.000327049508697264	0.161733262760652	0.00202215365667397	10	44292
ECA369	1	0.000474544106527418	0.234672624882496	0.00202215365667397	10	44292
ECA372	500	5.93057923904727e-05	0.0715346168597497	0.00168065315418996	20	1712
ECA372	100	0.000127694890780191	0.115674888868522	0.00168065315418996	20	1712
ECA372	50	0.000172851056399394	0.166707495563737	0.00168065315418996	20	1712
ECA372	30	0.000195821576259045	0.210119531653894	0.00168065315418996	20	1712
ECA372	10	0.00038894111281029	0.417097973737258	0.00168065315418996	20	1712
ECA372	5	0.000466428374534523	0.484854842217938	0.00168065315418996	20	1712
ECA372	3	0.000621283913003787	0.584735257839926	0.00168065315418996	20	1712
ECA372	1	0.00122313744133731	1.00981993264048	0.00168065315418996	20	1712
ECA396	500	2.64307141100289e-05	0.0135008887551693	0.00343777550819436	30	14743
ECA396	100	5.6043121719909e-05	0.0219929393991919	0.00343777550819436	30	14743
ECA396	50	6.64981103283817e-05	0.0298583688320812	0.00343777550819436	30	14743
ECA396	30	0.000124580101215819	0.0486465470049775	0.00343777550819436	30	14743
ECA396	10	0.000245606418130171	0.110773142936773	0.00343777550819436	30	14743
ECA396	5	0.000325511316250825	0.138067318715308	0.00343777550819436	30	14743
ECA396	3	0.00038289108840847	0.147165629635078	0.00343777550819436	30	14743
ECA396	1	0.000660470343308399	0.248436707608894	0.00343777550819436	30	14743
ECA592	500	6.09524145481492e-05	0.028728431496005	0.00212167568412586	10	1710
ECA592	100	8.26498238037409e-05	0.038954975268896	0.00212167568412586	10	1710
ECA592	50	0.000155739516208143	0.0734040161620219	0.00212167568412586	10	1710
ECA592	30	0.000295751517337355	0.139395252323498	0.00212167568412586	10	1710
ECA592	10	0.000306958815388379	0.144677538459347	0.00212167568412586	10	1710
ECA592	5	0.000618028891226433	0.291292819091276	0.00212167568412586	10	1710
ECA592	3	0.000715557992169121	0.337260778130629	0.00212167568412586	10	1710
ECA592	1	0.00128370578888682	0.605043361947992	0.00212167568412586	10	1710
ECA593	500	4.04266271996899e-05	0.00873988858188261	0.00462553118623188	10	1248
ECA593	100	0.000140329543920559	0.0303380386534321	0.00462553118623188	10	1248
ECA593	50	0.000183564880956785	0.0396851461088782	0.00462553118623188	10	1248
ECA593	30	0.00029922469394479	0.064689801429822	0.00462553118623188	10	1248
ECA593	10	0.000421605059455276	0.0911473823179927	0.00462553118623188	10	1248
ECA593	5	0.000623855436025913	0.13487217162925	0.00462553118623188	10	1248
ECA593	3	0.000699673343494266	0.151263350158978	0.00462553118623188	10	1248
ECA593	1	0.000735463832028245	0.159000945495166	0.00462553118623188	10	1248
ECA594	500	5.28000803367734e-05	0.0224444715141491	0.00235247598962123	10	758
ECA594	100	0.000122688690450101	0.0521530043202926	0.00235247598962123	10	758
ECA594	50	0.000244634646363373	0.103990284042287	0.00235247598962123	10	758
ECA594	30	0.000255592317702142	0.108648215254811	0.00235247598962123	10	758
ECA594	10	0.000470125363113099	0.199842789123979	0.00235247598962123	10	758
ECA594	5	0.000709154007864353	0.301450051347191	0.00235247598962123	10	758
ECA594	3	0.000885931770059416	0.376595456858226	0.00235247598962123	10	758
ECA594	1	0.00187684356610422	0.797816247385551	0.00235247598962123	10	758
ECA640	500	8.42465584869785e-05	0.0196159252714694	0.00429480421244833	10	565
ECA640	100	0.000168822719408966	0.0393085950040842	0.00429480421244833	10	565
ECA640	50	0.000176372937545192	0.0410665839047986	0.00429480421244833	10	565
ECA640	30	0.000247142778058331	0.0575445971068941	0.00429480421244833	10	565
ECA640	10	0.000606296245475029	0.141169705412345	0.00429480421244833	10	565
ECA640	5	0.000864806995794213	0.201361215323297	0.00429480421244833	10	565
ECA640	3	0.000807921339569506	0.188115988437325	0.00429480421244833	10	565
ECA640	1	0.00141594411102059	0.32968769726837	0.00429480421244833	10	565
ECA701	500	9.19673796404958e-06	0.00264499879908061	0.00347702916434076	10	111039
ECA701	100	1.79057074374616e-05	0.00514971448071143	0.00347702916434076	10	111039
ECA701	50	5.17116048441256e-05	0.0148723529196886	0.00347702916434076	10	111039
ECA701	30	5.42048470324412e-05	0.0155894139710842	0.00347702916434076	10	111039
ECA701	10	7.99161200677299e-05	0.0229840235127512	0.00347702916434076	10	111039
ECA701	5	0.000120364965553846	0.0346171860703005	0.00347702916434076	10	111039
ECA701	3	0.000185675701176159	0.0534006740813066	0.00347702916434076	10	111039
ECA701	1	0.000222112765377399	0.0638800409428003	0.00347702916434076	10	111039
ECA703	500	2.95318464338773e-05	0.00918218612821325	0.00321621082621463	10	9287
ECA703	100	9.08882680162285e-05	0.0282594248099092	0.00321621082621463	10	9287
ECA703	50	0.000131275909163971	0.0408169477243128	0.00321621082621463	10	9287
ECA703	30	0.000209478384582538	0.0651320438558086	0.00321621082621463	10	9287
ECA703	10	0.000258661845311966	0.0804244060133339	0.00321621082621463	10	9287
ECA703	5	0.000337915681917822	0.105066396507202	0.00321621082621463	10	9287
ECA703	3	0.00053165070266802	0.165303436682276	0.00321621082621463	10	9287
ECA703	1	0.000791289130220407	0.246031486422091	0.00321621082621463	10	9287
ECA705	500	7.88601547278244e-05	0.0219241306795755	0.0035969569731351	10	3507
ECA705	100	6.7595067771705e-05	0.0187922925618955	0.0035969569731351	10	3507
ECA705	50	0.000202389962972208	0.0562669958200266	0.0035969569731351	10	3507
ECA705	30	0.000178895090693997	0.0497351211121307	0.0035969569731351	10	3507
ECA705	10	0.000389524847487134	0.108292884901435	0.0035969569731351	10	3507
ECA705	5	0.000474238570555708	0.131844382375907	0.0035969569731351	10	3507
ECA705	3	0.000779074240030577	0.216592593642158	0.0035969569731351	10	3507
ECA705	1	0.00133405484648768	0.370884293710334	0.0035969569731351	10	3507
ECA706	500	3.80281201605347e-05	0.00721029690077672	0.00527414067462855	10	9011
ECA706	100	6.21507690281993e-05	0.011784055993648	0.00527414067462855	10	9011
ECA706	50	0.00012979165541346	0.0246090621051933	0.00527414067462855	10	9011
ECA706	30	0.000193403149447834	0.0366700779101717	0.00527414067462855	10	9011
ECA706	10	0.000199160094567343	0.0377616197318001	0.00527414067462855	10	9011
ECA706	5	0.000577545179735696	0.109505076820192	0.00527414067462855	10	9011
ECA706	3	0.000485738368518032	0.0920981063047283	0.00527414067462855	10	9011
ECA706	1	0.000970295558591401	0.183972256041452	0.00527414067462855	10	9011
ECA710	500	4.25499499196436e-05	0.0104302596672103	0.00407947177512831	10	3033
ECA710	100	8.22740190392884e-05	0.0201678118086013	0.00407947177512831	10	3033
ECA710	50	0.0002062263356645	0.0505522153436186	0.00407947177512831	10	3033
ECA710	30	0.000189191228024426	0.0463764032338416	0.00407947177512831	10	3033
ECA710	10	0.000373609222342891	0.091582744761395	0.00407947177512831	10	3033
ECA710	5	0.000589688865475424	0.144550299151629	0.00407947177512831	10	3033
ECA710	3	0.000552890374460885	0.135529893314067	0.00407947177512831	10	3033
ECA710	1	0.00116568756283985	0.285744730468979	0.00407947177512831	10	3033
ECA712	500	7.85453796648641e-05	0.0182228839159118	0.00431026066056867	10	1262
ECA712	100	0.000165799288692656	0.0384661860962212	0.00431026066056867	10	1262
ECA712	50	0.000275289572310568	0.0638684279187532	0.00431026066056867	10	1262
ECA712	30	0.000224427256498472	0.0520681402291022	0.00431026066056867	10	1262
ECA712	10	0.000346353186790522	0.0803555084171699	0.00431026066056867	10	1262
ECA712	5	0.000606017286439547	0.14059875589046	0.00431026066056867	10	1262
ECA712	3	0.000834758047317949	0.193667648677149	0.00431026066056867	10	1262
ECA712	1	0.00087950161104248	0.204048358162739	0.00431026066056867	10	1262
ECA722	500	1.80607850933526e-05	0.00482393162917986	0.00374399690578185	10	13507
ECA722	100	5.00554277889451e-05	0.0133695163347076	0.00374399690578185	10	13507
ECA722	50	0.000130055112242372	0.0347369710806994	0.00374399690578185	10	13507
ECA722	30	0.000102410726760191	0.0273533150099666	0.00374399690578185	10	13507
ECA722	10	0.000181883826311332	0.0485801219628277	0.00374399690578185	10	13507
ECA722	5	0.000203240013688177	0.0542842365532712	0.00374399690578185	10	13507
ECA722	3	0.000275267081728789	0.0735222513949448	0.00374399690578185	10	13507
ECA722	1	0.000579963178689193	0.154904823183362	0.00374399690578185	10	13507
ECA723	500	2.51964465216312e-05	0.0074726414914167	0.00337182595345602	10	14932
ECA723	100	7.91492261736375e-05	0.0234736986031298	0.00337182595345602	10	14932
ECA723	50	9.47384572900061e-05	0.0280970781403773	0.00337182595345602	10	14932
ECA723	30	0.000127551915507784	0.0378287364972224	0.00337182595345602	10	14932
ECA723	10	0.000122951274423488	0.036464300388182	0.00337182595345602	10	14932
ECA723	5	0.000326176774785655	0.0967359464243203	0.00337182595345602	10	14932
ECA723	3	0.000428532608423355	0.127092149576736	0.00337182595345602	10	14932
ECA723	1	0.000572184366397301	0.16969570028098	0.00337182595345602	10	14932
ECA724	500	2.74161956758807e-05	0.0111159580215343	0.00246638172101487	10	15926
ECA724	100	8.60117534659024e-05	0.0348736583364356	0.00246638172101487	10	15926
ECA724	50	7.93582700715556e-05	0.0321759885728075	0.00246638172101487	10	15926
ECA724	30	0.000141551229308556	0.0573922633720749	0.00246638172101487	10	15926
ECA724	10	0.000232909904413463	0.094433843078283	0.00246638172101487	10	15926
ECA724	5	0.000227530164215107	0.0922526153500208	0.00246638172101487	10	15926
ECA724	3	0.000320077935792213	0.129776316887602	0.00246638172101487	10	15926
ECA724	1	0.000421609543081093	0.17094253476206	0.00246638172101487	10	15926
ECA730	500	3.86178694955012e-05	0.0139044530425537	0.00277737422517187	10	5257
ECA730	100	5.86554189900377e-05	0.021119018985066	0.00277737422517187	10	5257
ECA730	50	5.73740211517225e-05	0.0206576487358926	0.00277737422517187	10	5257
ECA730	30	0.000147336024035401	0.053048675507991	0.00277737422517187	10	5257
ECA730	10	0.000220090561097965	0.0792441144960741	0.00277737422517187	10	5257
ECA730	5	0.000244761445380966	0.0881269233229882	0.00277737422517187	10	5257
ECA730	3	0.000340983655922776	0.122771952311063	0.00277737422517187	10	5257
ECA730	1	0.000507876052197371	0.182861944780215	0.00277737422517187	10	5257
ECA732	500	4.83382316750561e-05	0.0123714439211533	0.00390724251616297	10	5144
ECA732	100	0.000120744276643386	0.030902682939159	0.00390724251616297	10	5144
ECA732	50	0.000129104637902175	0.0330423917553393	0.00390724251616297	10	5144
ECA732	30	0.000224907991604875	0.05756182030537	0.00390724251616297	10	5144
ECA732	10	0.000209410344529859	0.053595430450912	0.00390724251616297	10	5144
