species,species_id_method,strain,isotype,previous_names,release,source_lab,latitude,longitude,landscape,locality_description,substrate,substrate_comments,substrate_temp,ambient_temp,ambient_humidity,associated_organism,sampled_by,isolated_by,sampling_date,notes,strain_set,issues,issue_notes,isotype_ref_strain,sequenced
Caenorhabditis elegans,,JU2141,JU2141,B11.10.1,20170531,JU,46.6293,1.0512,Agricultural_land,Centre-Val de Loire,Rotting_nut/pod/seed/fruit,rotting walnuts (outer layer),,,,,M.-A. Felix,M.-A. Felix,2011-10-23,,4,False,,True,True
Caenorhabditis elegans,,JU2151,JU2600,S173.17.1,20170531,JU,49.121,1.951,Forest,Ile-de-France,Rotting_stem,rotting Heracleum stem S173,,,,,M.-A. Felix,M.-A. Felix,2011-10-31,,,False,,False,True
Caenorhabditis elegans,,JU2193,JU1793,,20220216,JU,49.121,1.951,Forest,"Santeuil, France",Mollusk,live snail,,,,,L. Frezal,L. Frezal,2012-06-07,Isolated from a snail sampled in Santeuil,,False,,False,True
Caenorhabditis elegans,,JU2234,JU2234,prune7.2,20170531,JU,47.227,-1.583,Urban_garden,Pays de la Loire,Rotting_nut/pod/seed/fruit,rotten plum,,,,,L. Frezal,L. Frezal,2012-11-11,,4,False,,True,True
Caenorhabditis elegans,,JU2250,JU2250,C1,20170531,JU,48.285278,-1.891389,Rural_garden,Brittany,Rotting_nut/pod/seed/fruit,"rotting fruit, apple",,,,,L. Frezal,L. Frezal,2012-11-15,"Isolated by Lise Frézal from an apple collected in Cardroc (Ile et Vilaine, France;48.285278, -1.891389) on the 15 Nov 2012. L4 individual isolated on 19 Nov 2012",5,False,,True,True
Caenorhabditis elegans,,JU2257,JU2257,B13-5.5,20170531,JU,46.6,1.1,Rural_garden,Centre-Val de Loire,Compost,compost (in container),,,,,M.-A. Felix,M.-A. Felix,2013-08-15,,5,False,,True,True
Caenorhabditis elegans,,JU2287,JU2257,B13-5.8,20170531,JU,46.6,1.1,Rural_garden,Centre-Val de Loire,Compost,compost (in container),,,,,M.-A. Felix,M.-A. Felix,2013-08-15,,,False,,False,True
Caenorhabditis elegans,,JU2316,JU2316,L13-1.3,20160408,JU,38.7175,-9.1486,Botanical_garden_or_zoo,Lisbon,Rotting_nut/pod/seed/fruit,Isolated from rotten Ficus macrophylla fruits; botanical gardens,,,,,M.-A. Felix,M.-A. Felix,2013-08-25,"Isolated from rotten Ficus macrophylla fruits sampled on 25 Aug 2013 in the Botanical Garden of the University of Lisbon, Portugal. Plated on 26 Aug. Started from a post-dauer juvenile on 26 Aug. Same sample as JU2317 and JU2377",3,False,,True,True
Caenorhabditis elegans,,JU2460,JU792,Callot 1.1,20170531,JU,48.6934,-3.9251,Agricultural_land,Bretagne,Vegetal_litter/mix,"rotting plant, cabbage leaves",,,,,M.-A. Felix,M.-A. Felix,2012-12-28,"Isolated from rotting cabbage leaves sampled in a field on Ile Callot (Finistère, France; 48.6934, -3.9251) on 28 Dec 2012 by MAF.",,False,,False,True
Caenorhabditis elegans,,JU2464,JU2464,Ag.Cal 2,20160408,JU,-13.155,-72.525,,Cusco,Rotting_nut/pod/seed/fruit,fleshy fruit; rotten berry?,,,,,L. Lokmane,L. Frezal,2013-01-01,"From a rotting fleshy fruit collected by Ludmilla Lokmane in Aguas Calientes (Peru; -13.156022, -72.52402) in Jan 2013. Isolated by Lise Frézal from an adult isolated on 9 Jan 2013",2,False,,True,True
Caenorhabditis elegans,,JU2466,JU2466,ollanta 3A1,20160408,JU,-13.257,-72.266,,Cusco,Rotting_nut/pod/seed/fruit,"rotting fruit, lemon",,,,,L. Lokmane,L. Frezal,2013-01-01,"From a rotting lemon collected by Ludmilla Lokmane in Ollanta (Peru; -13.266085, -72.179351) in Jan 2013. Isolated by Lise Frézal. Line started from an adult isolated on 9 Jan 2013",1,False,,True,True
Caenorhabditis elegans,,JU2467,JU2464,Ag.cal 5,20160408,JU,-13.155,-72.525,,Cusco,Rotting_nut/pod/seed/fruit,fleshy fruit; rotten berry?,,,,,L. Lokmane,L. Frezal,2013-01-01,"From a rotting fleshy fruit collected by Ludmilla Lokmane in Aguas Calientes (Peru; -13.156022, -72.52402) in Jan 2013. Isolated by Lise Frézal. Line started from an adult on 9 Jan 2013.",,False,,False,True
Caenorhabditis elegans,,JU2468,JU2464,Ag.cal 1,20160408,JU,-13.155,-72.525,,Cusco,Rotting_nut/pod/seed/fruit,fleshy fruit; rotten berry?,,,,,L. Lokmane,L. Frezal,2013-01-01,"From a rotting fleshy fruit collected by Ludmilla Lokmane in Aguas Calientes (Peru; -13.156022, -72.52402) in Jan 2013. Isolated by Lise Frézal from an adult on 9 Jan 2013.",,False,,False,True
Caenorhabditis elegans,,JU2478,JU2478,Brux1,20170531,JU,50.85,4.351,Urban_garden,Brussels,Compost,compost heap,,,,,D. Thieffry,M.-A. Felix,2013-02-01,"Isolated from Denis Thieffry’s compost heap in Brussels, Belgium in Feb 2013",5,False,,True,True
Caenorhabditis elegans,,JU2513,JU2513,G6.1,20160408,JU,38.26016,22.0736,,Peloponnisos Dytiki Ellada ke Ionio,Rotting_nut/pod/seed/fruit,rotting orange,,,,,M.-A. Felix,M.-A. Felix,2013-05-07,"Isolated from a rotting orange sampled by MAF near Aigio, Greece on 7 May 2013. 38.26016, 22.0736",2,False,,True,True
Caenorhabditis elegans,,JU2519,JU2519,L13-5.3,20160408,JU,38.7175,-9.1486,Botanical_garden_or_zoo,Lisbon,Rotting_nut/pod/seed/fruit,Isolated from rotten Ficus isophlebia fruits; botanical gardens,,,,,M.-A. Felix,M.-A. Felix,2013-08-25,"Isolated from rotten Ficus isophlebia fruits sampled on 25 Aug 2013 in the Botanical Garden of the University of Lisbon, Portugal. Plated on 26 Aug. Started from a dauer juvenile on 26 Aug. Same sample as JU2520-1. Same tree as JU778-81",1,False,,True,True
Caenorhabditis elegans,,JU2522,JU2522,,20160408,JU,38.7175,-9.1486,Botanical_garden_or_zoo,Lisbon,Rotting_nut/pod/seed/fruit,Isolated from rotten fruits of Harpephyllum caffrum (Anacardiaceae); botanical gardens,,,,,M.-A. Felix,M.-A. Felix,2013-08-25,"Isolated from rotten fruits of Harpephyllum caffrum (Anacardiaceae) sampled on 25 Aug 2013 in the Botanical Garden of the University of Lisbon, Portugal. Plated on 26 Aug. Started from a young adult on 27 Aug. Same sample as JU2523. Same tree as JU775-7",2,False,,True,True
Caenorhabditis elegans,,JU2526,JU2526,L13-7.9,20160408,JU,38.7175,-9.1486,Botanical_garden_or_zoo,Lisbon,Rotting_nut/pod/seed/fruit,Isolated from rotten fruits of Chrysophyllum imperiale; botanical gardens,,,,,M.-A. Felix,M.-A. Felix,2013-08-25,"Isolated from rotten fruits of Chrysophyllum imperiale sampled on 25 Aug 2013 in the Botanical Garden of the University of Lisbon, Portugal. Plated on 26 Aug. Started from a dauer juvenile on 26 Aug. Same sample as JU2524-5.",3,False,,True,True
Caenorhabditis elegans,,JU2527,JU792,Ap4,20170531,JU,47.8797,-3.5999,Rural_garden,Brittany,Rotting_nut/pod/seed/fruit,"rotten fruit, apples",,,,,F. Besnard,L. Frezal,2013-08-19,,,False,,False,True
Caenorhabditis elegans,,JU2534,JU2534,,20170531,JU,49.357921,0.097087,Rural_garden,Normandy,Rotting_nut/pod/seed/fruit,cherry,,,,,S. Marsh,S. Marsh,2013-06-09,,4,False,,True,True
Caenorhabditis elegans,,JU2565,JU2565,,20170531,JU,44.958394,1.066213,Rural_garden,Nouvelle-Aquitaine,Rotting_nut/pod/seed/fruit,"rotting fruit, figs",,,,,T. Belicard,L. Frezal,2013-10-05,,4,False,,True,True
Caenorhabditis elegans,,JU2566,JU2566,parc5,20170531,JU,48.83886,2.44599,Botanical_garden_or_zoo,Ile-de-France,Rotting_stem,rotting Gunnera stems in the Parc Floral,,,,,M.-A. Felix,L. Frezal,2013-10-02,,4,False,,True,True
Caenorhabditis elegans,,JU2570,JU2570,niort7.2,20170531,JU,46.2657,-0.2685,Agricultural_land,Nouvelle-Aquitaine,Rotting_nut/pod/seed/fruit,rotting walnuts,,,,,F. Besnard,L. Frezal,2013-11-13,,5,False,,True,True
Caenorhabditis elegans,,JU2572,JU2572,i6-3,20170531,JU,48.81257,2.395372,Urban_garden,Ile-de-France,Rotting_stem,rotting Petasites stems,,,,,S. Marsh,S. Marsh,2013-10-01,,5,False,,True,True
Caenorhabditis elegans,,JU2575,JU2575,CR37.1,20170531,JU,49.0857,3.0707,Forest,Ile-de-France,Rotting_stem,"rotting stem, Heracleum",,,,,"M.-A. Felix, S. Marsh",M.-A. Felix,2013-10-26,"Isolated from rotting Heracleum stem sampled by Sarah Marsh and MAF on 26 Oct 2013 near Crouy-sur-Ourcq (Seine-et-Marne), France. Isogenic line started from an adult isolated on 26 Oct. GPS 49.0857, 3.0707.",5,False,,True,True
Caenorhabditis elegans,,JU2576,JU2576,CR38.1,20170531,JU,49.0861,3.072,Forest,Ile-de-France,Rotting_stem,rotting stem,,,,,"M.-A. Felix, S. Marsh",M.-A. Felix,2013-10-26,,5,False,,True,True
Caenorhabditis elegans,,JU2578,JU2578,Bagn.3,20170531,JU,48.87613,2.4315,Botanical_garden_or_zoo,Ile-de-France,Compost,compost in the “jardin partagé”,,,,,M.-A. Felix,M.-A. Felix,2013-10-27,,4,False,,True,True
Caenorhabditis elegans,,JU258,JU258,M1.1,20160408,CGC,32.73,-16.89,Agricultural_land,Madeira,Soil,soil,,,,,M.-A. Felix,M.-A. Felix,2001-10-01,"From Madeira Island, Portugal, Oct 01. Ribeiro Frio 1.1. Along a path through an orchard.",D,False,,True,True
Caenorhabditis elegans,,JU2581,JU2581,B13_28.2,20170531,JU,46.6,1.1,Urban_garden,Centre-Val de Loire,Rotting_nut/pod/seed/fruit,pears sampled in the garden,,,,,M.-A. Felix,M.-A. Felix,2013-11-03,,5,False,,True,True
Caenorhabditis elegans,,JU2586,JU2586,Poire3.1,20170531,JU,48.897,2.159,Urban_garden,Ile-de-France,Rotting_nut/pod/seed/fruit,"rotting fruit, pear",,,,,A. Zalmanski,L. Frezal,2013-11-11,,5,False,,True,True
Caenorhabditis elegans,,JU2587,JU2587,,20170531,JU,45.026713,3.872016,Urban_garden,Auvergne-Rhone-Alpes,Compost,compost,,,,,A. Richaud,A. Richaud,2013-11-10,,4,False,,True,True
Caenorhabditis elegans,,JU2592,JU2592,plu5.6,20170531,JU,48.628558,-2.403836,Rural_garden,Brittany,Rotting_nut/pod/seed/fruit,"rotting fruit, peach",,,,,L. Frezal,L. Frezal,2013-11-11,,5,False,,True,True
Caenorhabditis elegans,,JU2593,JU2593,OB1.4,20170531,JU,48.822556,2.222334,Urban_garden,Ile-de-France,Compost,compost,,,,,O. Bensaude,L. Frezal,2013-01-01,,4,False,,True,True
Caenorhabditis elegans,,JU2600,JU2600,S333.1,20170531,JU,49.1242,1.9496,Rural_garden,Ile-de-France,Rotting_nut/pod/seed/fruit,"rotting fruit, apple",,,,,"M.-A. Felix, S. Marsh",M.-A. Felix,2013-11-20,,4,False,,True,True
Caenorhabditis elegans,,JU2604,JU1793,Nu1.1,20170531,JU,49.16477,1.86175,Rural_garden,Ile-de-France,Rotting_nut/pod/seed/fruit,rotting walnuts,,,,,"M.-A. Felix, S. Marsh",M.-A. Felix,2013-11-20,,,False,,False,True
Caenorhabditis elegans,,JU2610,JU2610,Wy5.2,20170531,JU,49.1075,1.7915,Agricultural_land,Ile-de-France,Rotting_nut/pod/seed/fruit,"rotting fruit, apple",,,,,"M.-A. Felix, S. Marsh",M.-A. Felix,2013-11-20,,5,False,,True,True
Caenorhabditis elegans,,JU2619,JU2619,SB01|SB13-1|SB13-01,20170531,JU,32.998352,-117.275428,Urban_garden,California,Compost,compost,,,,,S. Marsh,M.-A. Felix,2014-01-01,"Isolated from compost from Solana Beach (32.998352, -117.275428), California by Sarah Marsh in January 2014.",5,False,,True,True
Caenorhabditis elegans,,JU262,JU310,B2.2,20231213,JU,46.63,1.06,Rural_garden,Centre,Compost,compost heap,,,,,M.-A. Felix,M.-A. Felix,2001-11-03,"Vegetable garden in Le Blanc, Indre, France, 3 Nov 01. Vegetable garbage pile. Same soil sample as JU263.",,False,,False,True
Caenorhabditis elegans,,JU263,JU310,B2.1,20231213,JU,46.63,1.06,Rural_garden,Centre,Compost,compost heap,,,,,M.-A. Felix,M.-A. Felix,2001-11-03,"Vegetable garden in Le Blanc, Indre, France, 3 Nov 01. Vegetable garbage pile. Same soil sample as JU262.",,False,,False,True
Caenorhabditis elegans,,JU2771,JU2771,CLS-2-3,20231213,JU,47.410058,0.991728,Rural_garden,Centre-Val de Loire,Rotting_stem,rotting stems,,,,,S. Marsh,S. Marsh,2014-07-01,,,False,,True,True
Caenorhabditis elegans,,JU2800,JU2800,Ca4.1,20170531,JU,48.79,2.331,Urban_garden,Ile-de-France,Rotting_nut/pod/seed/fruit,"rotting fruit, pear",,,,,M. Casado,M.-A. Felix,2014-09-01,,4,False,,True,True
Caenorhabditis elegans,,JU2802,JU2800,,20170531,JU,48.9067,2.14167,Rural_garden,Ile-de-France,Rotting_nut/pod/seed/fruit,"rotting fruit, rhubarb stems",,,,,F. Besnard,F. Besnard,2014-09-14,,,False,,False,True
Caenorhabditis elegans,,JU2803,JU2600,S351.2.1,20231213,JU,49.121,1.951,Forest,"Santeuil, France",Vegetal_litter/mix,Symphytum,,,,,M.-A. Felix,"P. Phillips, R. Luallen, M.-A. Felix",2014-09-30,Isolated from a rotting Symphytum stem sampled on 30 Sep 2014 in the wood in Santeuil (France). Started from an adult on 30 Sep.,,False,,False,True
Caenorhabditis elegans,,JU2811,JU2811,Syd2.2,20170531,JU,-33.8632,151.219453,Botanical_garden_or_zoo,New South Wales,Rotting_nut/pod/seed/fruit,rotting ficus fruit,,,,,S. Marsh,S. Marsh,2014-09-24,,5,False,,True,True
Caenorhabditis elegans,,JU2825,JU2825,MI-11-14-5.1,20170531,JU,48.8092,2.3862,,Ile-de-France,Rotting_stem,rotting Petasites stem,,,,,R. Luallen,R. Luallen,2014-11-14,,5,False,,True,True
Caenorhabditis elegans,,JU2828,JU2829,B10_6.1,20170531,JU,46.632,1.064,,Centre-Val de Loire,Rotting_nut/pod/seed/fruit,"rotting fruit, pears",,,,,M.-A. Felix,M.-A. Felix,2010-10-03,,,False,,False,True
Caenorhabditis elegans,,JU2829,JU2829,B10_6.2,20170531,JU,46.632,1.064,,Centre-Val de Loire,Rotting_nut/pod/seed/fruit,"rotting fruit, pears",,,,,M.-A. Felix,M.-A. Felix,2010-10-03,,5,False,,True,True
Caenorhabditis elegans,,JU2830,JU2829,B10_6.3,20170531,JU,46.632,1.064,,Centre-Val de Loire,Rotting_nut/pod/seed/fruit,"rotting fruit, pears",,,,,M.-A. Felix,M.-A. Felix,2010-10-03,,,False,,False,True
Caenorhabditis elegans,,JU2838,JU2838,Puebla2,20170531,JU,20.205961,-97.98832,,Puebla,Rotting_nut/pod/seed/fruit,"rotting fruit, orange",,,,,A. VargasVelazquez,A. VargasVelazquez,2015-01-01,1300 m elevation,5,False,,True,True
Caenorhabditis elegans,,JU2841,JU2841,,20170531,JU,-40.0,176.0,,,Mollusk,slug,,,,,M. Wilson,M. Wilson,2015-03-01,,5,False,,True,True
Caenorhabditis elegans,,JU2853,JU2853,Port1.1,20170531,JU,41.19,-7.545,,Vila Real District,Soil,soil from a pot plant,,,,,M. Félix and B. Félix,M.-A. Felix,2015-05-01,,5,False,,True,True
Caenorhabditis elegans,,JU2860,JU1200,Cam4.2,20170531,JU,52.19842,0.115365,Rural_garden,England,Fungus,"rotting wood, fungus, rotting leaf sample",,,,,M.-A. Felix,M.-A. Felix,2015-06-06,,,False,,False,True
Caenorhabditis elegans,,JU2862,JU2862,Cam7.3,20170531,JU,52.1944,0.1264,Botanical_garden_or_zoo,England,Rotting_stem,"rotting plant, lowers of Napoleona vogelli",,,,,M.-A. Felix,M.-A. Felix,2015-06-06,,4,False,,True,True
Caenorhabditis elegans,,JU2866,JU2866,U4.6,20170531,JU,34.0751,-118.4409,Botanical_garden_or_zoo,California,Rotting_nut/pod/seed/fruit,"rotting fruit, unidentified",,,,,M.-A. Felix,M.-A. Felix,2015-06-28,,4,False,,True,True
Caenorhabditis elegans,,JU2878,JU2878,Berry-Mexico,20170531,JU,19.29732,-99.098769,Botanical_garden_or_zoo,Mexico City,Rotting_nut/pod/seed/fruit,rotten berry in greenhouse,,,,,A. VargasVelazquez,A. VargasVelazquez,2015-07-02,2400 m elevation,4,False,,True,True
Caenorhabditis elegans,,JU2879,JU2879,Apple-Mexico,20170531,JU,19.29732,-99.098769,Botanical_garden_or_zoo,Mexico City,Rotting_nut/pod/seed/fruit,"rotting fruit, apple in green house",,,,,A. VargasVelazquez,A. VargasVelazquez,2015-07-02,2400 m elevation,4,False,,True,True
Caenorhabditis elegans,,JU2906,JU2906,F10.3,20170531,JU,43.8023,11.2806,Urban_garden,Tuscany,Rotting_stem,rotting stems,,,,,M.-A. Felix,M.-A. Felix,2015-12-13,,4,False,,True,True
Caenorhabditis elegans,,JU2907,JU2907,F13.2,20170531,JU,43.8021,11.2906,Rural_garden,Tuscany,Compost,"Isolated from a heap (rotting leaves, acorns, horse chestnuts, moss)",,,,,M.-A. Felix,M.-A. Felix,2015-12-13,,5,False,,True,True
Caenorhabditis elegans,,JU2908,JU2907,F16.2,20170531,JU,43.8063,11.2839,Rural_garden,Tuscany,Vegetal_litter/mix,"Isolated from rich and humid humus (soil, leaves, rotting hawthorn fruits)",,,,,M.-A. Felix,M.-A. Felix,2015-12-13,,,False,,False,True
Caenorhabditis elegans,,JU299,JU310,LB14.4,20160408,JU,46.63,1.06,Rural_garden,Centre,Compost,compost heap,,,,,M.-A. Felix,M.-A. Felix,2002-08-25,"Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.",,False,,False,False
Caenorhabditis elegans,,JU300,JU310,LB14.11,20160408,JU,46.63,1.06,Rural_garden,Centre,Compost,compost heap,,,,,M.-A. Felix,M.-A. Felix,2002-08-25,"Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.",,False,,False,False
Caenorhabditis elegans,,JU301,JU310,LB14.2,20160408,JU,46.63,1.06,Rural_garden,Centre,Compost,compost heap,,,,,M.-A. Felix,M.-A. Felix,2002-08-25,"Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.",,False,,False,False
Caenorhabditis elegans,,JU302,JU310,LB14.3,20160408,JU,46.63,1.06,Rural_garden,Centre,Compost,compost heap,,,,,M.-A. Felix,M.-A. Felix,2002-08-25,"Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.",,False,,False,False
Caenorhabditis elegans,,JU303,JU310,LB14.1,20160408,JU,46.63,1.06,Rural_garden,Centre,Compost,compost heap,,,,,M.-A. Felix,M.-A. Felix,2002-08-25,"Le Blanc, Indre, France - vegetable garden compost pile, 25 Aug 02.",,False,,False,False
