species,species_id_method,strain,isotype,previous_names,release,source_lab,latitude,longitude,landscape,locality_description,substrate,substrate_comments,substrate_temp,ambient_temp,ambient_humidity,associated_organism,sampled_by,isolated_by,sampling_date,notes,strain_set,issues,issue_notes,isotype_ref_strain,sequenced
Caenorhabditis elegans,,CX11278,ECA251,HEY-009,20160408,CX,34.13531,-118.30582,Urban_garden,California,Soil,soil,,,,,A. Sivasundar,A. Sivasundar,2003-09-01,"isolated in Griffith Park, exact location in park is unknown",,False,,False,False
Caenorhabditis elegans,,CX11285,CX11285,HEY-061,20160408,CX,34.14331,-118.05496,Botanical_garden_or_zoo,California,Soil,soil,,,,,A. Sivasundar,A. Sivasundar,2003-09-01,"isolated in Los Angeles Arboretum, exact location is unknown",1,False,,True,True
Caenorhabditis elegans,,CX11292,CX11292,HEY-016,20160408,CX,34.13531,-118.30582,Urban_garden,California,Soil,soil,,,,,A. Sivasundar,A. Sivasundar,2004-02-01,"isolated in Griffith Park, exact location in park is unknown",3,False,,True,True
Caenorhabditis elegans,,CX11294,CX11262,HEY-027,20160408,CX,34.12946,-118.10987,Urban_garden,California,Soil,soil,,,,,A. Sivasundar,A. Sivasundar,2003-09-01,"isolated in Huntington Gardens, exact location in garden is unknown",,False,,False,False
Caenorhabditis elegans,,CX11305,ECA251,HEY-004,20160408,CX,34.13531,-118.30582,Urban_garden,California,Soil,soil,,,,,A. Sivasundar,A. Sivasundar,2003-09-01,"isolated in Griffith Park, exact location in park is unknown",,False,,False,False
Caenorhabditis elegans,,CX11307,CX11307,HEY-011,20160408,CX,34.12946,-118.10987,Urban_garden,California,Soil,soil,,,,,A. Sivasundar,A. Sivasundar,2013-09-03,"isolated in Huntington Gardens, exact location in garden is unknown",3,False,,True,True
Caenorhabditis elegans,,CX11314,CX11314,HEY-036,20160408,CX,34.12946,-118.10987,Urban_garden,California,Soil,soil,,,,,A. Sivasundar,A. Sivasundar,2003-09-01,"isolated in Huntington Gardens, exact location in garden is unknown",D,False,,True,True
Caenorhabditis elegans,,CX11315,CX11315,HEY-039,20160408,CX,34.12946,-118.10987,Urban_garden,California,Soil,soil,,,,,A. Sivasundar,A. Sivasundar,2013-09-03,"isolated in Huntington Gardens, exact location in garden is unknown",3,False,,True,True
Caenorhabditis elegans,,CX11316,CX11276,HEY-058,20160408,CX,34.20111,-118.21198,Botanical_garden_or_zoo,California,Soil,soil,,,,,A. Sivasundar,A. Sivasundar,2003-09-01,"isolated at Decanso Gardens, exact location in garden is unknown",,False,,False,False
Caenorhabditis elegans,,CX11317,ECA251,HEY-042,20160408,CX,34.13531,-118.30582,Urban_garden,California,Soil,soil,,,,,A. Sivasundar,A. Sivasundar,2003-09-01,"isolated in Griffith Park, exact location in park is unknown",,False,,False,False
Caenorhabditis elegans,,CX11319,CX11271,HEY-055,20160408,CX,34.13712,-118.12532,Urban_garden,California,Soil,soil,,,,,A. Sivasundar,A. Sivasundar,2003-09-01,"isolated at California Institue of Technology, exact location is unknown",,False,,False,False
Caenorhabditis elegans,,CX11321,CX11285,HEY-063,20160408,CX,34.14331,-118.05496,Botanical_garden_or_zoo,California,Soil,soil,,,,,A. Sivasundar,A. Sivasundar,2003-09-01,"isolated in Los Angeles Arboretum, exact location is unknown",,False,,False,False
Caenorhabditis elegans,,DL200,DL200,,20160408,DL,9.03,38.74,Urban_garden,Oromia,Soil,garden soil in an orphanage,,,,,D. Denver,D. Denver,2007-12-01,,1,False,,True,True
Caenorhabditis elegans,,DL226,DL226,,20160408,DL,44.5633,-123.2821,Urban_garden,Oregon,Soil,leaf litter/soil on Oregon State campus,,,,,C. Hilburn,C. Hilburn,2008-01-01,,1,False,,True,True
Caenorhabditis elegans,,DL238,DL238,,20160408,DL,19.11,-155.81,Forest,Hawaii,Vegetal_litter/mix,leaves on side of hiking path at Manuka State Park,,,,,J. Knapp,J. Knapp,2008-07-15,,D,False,,True,True
Caenorhabditis elegans,,DR1344,ECA243,Bergerac_BO,20160408,CGC,44.85,0.48,,Aquitaine,Soil,soil,,,,,V. Nigon,V. Nigon,,"From the same culture as CB4851 but sent to Dougherty before 1967, then to D. Hirsch in 1977, frozen by D. Riddle",,False,,False,False
Caenorhabditis elegans,,DR1345,ECA250,,20160408,CGC,34.096,-117.719,,California,Fungus,rotting mushroom,,,,,E. Hedgecock,E. Hedgecock,1972-11-01,DRiddle subclone of Cl2a (Tc1 patternII),,False,,False,False
Caenorhabditis elegans,,DR1350,ECA246,PA2|CB3198,20160408,CGC,34.13712,-118.12532,Urban_garden,California,Rotting_flower,flower bed,,,,,E. Hedgecock,E. Hedgecock,1973-01-01,"PA-2 subclone, frozen by D. Riddle",,False,,False,False
Caenorhabditis elegans,ITS2,ECA1069,ECA1069,,20200815,ECA,-34.89411879,-56.15794301,Urban_garden,"Montevideo, Uruguay",Rotting_nut/pod/seed/fruit,small rotting fruits (on ground),,,,,"U. Koziol, C. Martinez",B. Rodriguez,2018-05-20,,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1070,ECA1074,,20200815,ECA,-34.8934668,-56.15637202,Urban_garden,"Montevideo, Uruguay",Rotting_nut/pod/seed/fruit,rotting Butia fruits (on ground),,,,,"U. Koziol, C. Martinez",B. Rodriguez,2018-05-20,,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1071,ECA1074,,20200815,ECA,-34.8934668,-56.15637202,Urban_garden,"Montevideo, Uruguay",Rotting_nut/pod/seed/fruit,rotting Butia fruits (on ground),,,,,"U. Koziol, C. Martinez",B. Rodriguez,2018-05-20,,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1072,ECA1074,,20200815,ECA,-34.8434,-56.1199,Urban_garden,"Montevideo, Uruguay",Rotting_nut/pod/seed/fruit,rotting oranges (on ground),,,,,"U. Koziol, C. Martinez",B. Rodriguez,2018-05-19,,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1073,ECA1074,,20200815,ECA,-34.8434,-56.1199,Urban_garden,"Montevideo, Uruguay",Rotting_nut/pod/seed/fruit,rotting oranges (on ground),,,,,"U. Koziol, C. Martinez",B. Rodriguez,2018-05-19,,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1074,ECA1074,,20200815,ECA,-34.89623486,-56.15625241,Urban_garden,"Montevideo, Uruguay",Rotting_nut/pod/seed/fruit,rotting banana (on ground),,,,,"U. Koziol, C. Martinez",B. Rodriguez,2018-05-22,,7,False,,True,True
Caenorhabditis elegans,ITS2,ECA1184,ECA1185,S-08069,20210121,ECA,19.44006389,-155.3020167,Forest,"Big Island, Kipuka Puaulu Trail",Rotting_flower,rotting flower (on ground),18.3,20.2,74.5,,S. Zdraljevic,E. Andersen,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1185,ECA1185,S-08076,20200815,ECA,19.44006389,-155.3020167,Forest,"Big Island, Kipuka Puaulu Trail",Rotting_flower,rotting flower (on ground),18.3,20.2,74.5,,S. Zdraljevic,E. Andersen,2018-11-04,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1186,ECA1186,S-08083,20200815,ECA,19.11456944,-155.8201944,Forest,"Big Island, Manuka Nature Trail",Vegetal_litter/mix,vegetal litter/mix,20.1,21.2,87.5,,T. Crombie,N. Roberto,2018-11-05,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1187,ECA1187,S-08121,20210121,ECA,19.44189167,-155.3012944,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,vegetal litter/mix,17.5,19.2,82.3,,S. Zdraljevic,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,9,False,,True,True
Caenorhabditis elegans,ITS2,ECA1188,ECA1187,S-08122,20210121,ECA,19.44189167,-155.3012944,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,vegetal litter/mix,17.5,19.2,82.3,,S. Zdraljevic,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1189,ECA1187,S-08123,20210121,ECA,19.44189167,-155.3012944,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,vegetal litter/mix,17.5,19.2,82.3,,S. Zdraljevic,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1190,ECA1187,S-08124,20210121,ECA,19.44189167,-155.3012944,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,vegetal litter/mix,17.5,19.2,82.3,,S. Zdraljevic,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1191,ECA1191,S-08129,20200815,ECA,19.44285556,-155.3017222,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,vegetal litter/mix,16.6,19.2,86.7,,S. Zdraljevic,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1192,ECA1192,S-08146,20210121,ECA,19.43996944,-155.3050667,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,vegetal litter/mix,17.8,19.2,83.3,,S. Zdraljevic,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,9,False,,True,True
Caenorhabditis elegans,ITS2,ECA1193,ECA1193,S-08148,20200815,ECA,19.43996944,-155.3050667,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,vegetal litter/mix,17.8,19.2,83.3,,S. Zdraljevic,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1194,ECA1194,S-08170,20200815,ECA,19.43961111,-155.3040139,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,vegetal litter/mix,17.9,17.8,89.2,,S. Zdraljevic,E. Andersen,2018-11-04,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1195,ECA1195,S-08177,20200815,ECA,19.43961111,-155.3040139,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,vegetal litter/mix,17.9,17.8,89.2,,S. Zdraljevic,E. Andersen,2018-11-04,Fulcrum collection HawaiiOctober2018,7,False,,True,True
Caenorhabditis elegans,ITS2,ECA1196,ECA1196,S-08249,20210121,ECA,19.44285556,-155.3017222,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,vegetal litter/mix,16.6,19.2,86.7,,S. Zdraljevic,R. Tanny,2018-11-04,"WGS aligns to a different species, need to re-sequence",9,False,,True,True
Caenorhabditis elegans,ITS2,ECA1197,ECA1237,S-08255,20210121,ECA,19.44114167,-155.3049139,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,vegetal litter/mix,17.8,19.2,78.9,,S. Zdraljevic,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1198,ECA1237,S-08256,20210121,ECA,19.44114167,-155.3049139,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,vegetal litter/mix,17.8,19.2,78.9,,S. Zdraljevic,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1199,ECA1238,S-08288,20210121,ECA,19.43899444,-155.3034222,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,vegetal litter/mix,16.8,17.1,90.1,,S. Zdraljevic,N. Roberto,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1200,ECA1200,S-08376,20210121,ECA,20.03956944,-155.4403861,Forest,"Big Island, Kalopa State Recreation Area",Vegetal_litter/mix,vegetal litter/mix,20.8,23.3,84.5,,T. Crombie,E. Andersen,2018-11-07,Fulcrum collection HawaiiOctober2018,9,False,,True,True
Caenorhabditis elegans,ITS2,ECA1201,ECA1202,S-08490,20200815,ECA,19.71897222,-155.9490944,Forest,"Big Island, Kaloko Loop Trial",Vegetal_litter/mix,vegetal litter/mix,20.1,21.94444444,83.1,,S. Zdraljevic,T. Crombie,2018-11-05,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1202,ECA1202,S-08492,20210121,ECA,19.71897222,-155.9490944,Forest,"Big Island, Kaloko Loop Trial",Vegetal_litter/mix,vegetal litter/mix,20.1,21.94444444,83.1,,S. Zdraljevic,T. Crombie,2018-11-05,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1203,ECA1208,S-08519,20200815,ECA,19.71895278,-155.9515361,Forest,"Big Island, Kaloko Loop Trial",Rotting_flower,rotting flower (on ground),20.8,21.9,87.7,,S. Zdraljevic,T. Crombie,2018-11-05,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1204,ECA1208,S-08520,20210121,ECA,19.71895278,-155.9515361,Forest,"Big Island, Kaloko Loop Trial",Rotting_flower,rotting flower (on ground),20.8,21.9,87.7,,S. Zdraljevic,T. Crombie,2018-11-05,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1205,ECA1208,S-08527,20200815,ECA,19.71895278,-155.9515361,Forest,"Big Island, Kaloko Loop Trial",Rotting_flower,rotting flower (on ground),20.8,21.9,87.7,,S. Zdraljevic,T. Crombie,2018-11-05,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1206,ECA1206,S-08528,20210121,ECA,19.71897222,-155.9490944,Forest,"Big Island, Kaloko Loop Trial",Vegetal_litter/mix,vegetal litter/mix,20.1,21.94444444,83.1,,S. Zdraljevic,T. Crombie,2018-11-05,Fulcrum collection HawaiiOctober2018,,False,,True,True
Caenorhabditis elegans,ITS2,ECA1207,ECA1208,S-08537,20210121,ECA,19.71895278,-155.9515361,Forest,"Big Island, Kaloko Loop Trial",Rotting_flower,rotting flower (on ground),20.8,21.9,87.7,,S. Zdraljevic,T. Crombie,2018-11-05,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1208,ECA1208,S-08538,20200815,ECA,19.71895278,-155.9515361,Forest,"Big Island, Kaloko Loop Trial",Rotting_flower,rotting flower (on ground),20.8,21.9,87.7,,S. Zdraljevic,T. Crombie,2018-11-05,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1209,ECA1212,S-08549,20210121,ECA,19.71876389,-155.9488722,Forest,"Big Island, Kaloko Loop Trial",Rotting_flower,rotting flower (on ground),21.2,23.33333333,80.4,,S. Zdraljevic,T. Crombie,2018-11-05,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1210,ECA744,S-08550,20210121,ECA,19.71876389,-155.9488722,Forest,"Big Island, Kaloko Loop Trial",Rotting_flower,rotting flower (on ground),21.2,23.33333333,80.4,,S. Zdraljevic,T. Crombie,2018-11-05,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1211,ECA1212,S-08551,20210121,ECA,19.71876389,-155.9488722,Forest,"Big Island, Kaloko Loop Trial",Rotting_flower,rotting flower (on ground),21.2,23.33333333,80.4,,S. Zdraljevic,T. Crombie,2018-11-05,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1212,ECA1212,S-08566,20200815,ECA,19.71876389,-155.9488722,Forest,"Big Island, Kaloko Loop Trial",Rotting_flower,rotting flower (on ground),21.2,23.33333333,80.4,,S. Zdraljevic,T. Crombie,2018-11-05,Fulcrum collection HawaiiOctober2018,,False,,True,True
Caenorhabditis elegans,ITS2,ECA1213,ECA744,S-08567,20200815,ECA,19.71876389,-155.9488722,Forest,"Big Island, Kaloko Loop Trial",Rotting_flower,rotting flower (on ground),21.2,23.33333333,80.4,,S. Zdraljevic,T. Crombie,2018-11-05,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1214,ECA744,S-08568,20200815,ECA,19.71876389,-155.9488722,Forest,"Big Island, Kaloko Loop Trial",Rotting_flower,rotting flower (on ground),21.2,23.33333333,80.4,,S. Zdraljevic,T. Crombie,2018-11-05,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1215,ECA1216,S-08672,20200815,ECA,19.720575,-155.9476528,Forest,"Big Island, Kaloko Loop Trial",Fungus,fungus,19.8,20.5,91.1,,S. Zdraljevic,S. Brady,2018-11-06,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1216,ECA1216,S-08693,20200815,ECA,19.720575,-155.9476528,Forest,"Big Island, Kaloko Loop Trial",Fungus,fungus,19.8,20.5,91.1,,S. Zdraljevic,S. Brady,2018-11-06,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1217,ECA1216,S-08694,20200815,ECA,19.720575,-155.9476528,Forest,"Big Island, Kaloko Loop Trial",Fungus,fungus,19.8,20.5,91.1,,S. Zdraljevic,S. Brady,2018-11-06,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1218,ECA1216,S-08695,20200815,ECA,19.720575,-155.9476528,Forest,"Big Island, Kaloko Loop Trial",Fungus,fungus,19.8,20.5,91.1,,S. Zdraljevic,S. Brady,2018-11-06,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1220,ECA812,S-08766,20200815,ECA,20.03972222,-155.4414833,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,rotting fruit (on ground),21.3,23.3,83.6,,T. Crombie,E. Andersen,2018-11-06,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,18S_barcoding,WN2023,WN2086,LvS55-2,20250625,WN,51.975306,5.694904,Rural_garden,Meadow,,Butterbur,,,,,,,,,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1221,ECA812,S-08775,20200815,ECA,20.03972222,-155.4414833,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,rotting fruit (on ground),21.3,23.3,83.6,,T. Crombie,E. Andersen,2018-11-06,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1222,ECA1225,S-08795,20200815,ECA,19.7188,-155.9544833,Forest,"Big Island, Kaloko Loop Trial",Rotting_nut/pod/seed/fruit,rotting fruit (on ground),20.4,21.2,89.0,,S. Zdraljevic,E. Andersen,2018-11-06,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1223,ECA1223,S-08796,20200815,ECA,19.7188,-155.9544833,Forest,"Big Island, Kaloko Loop Trial",Rotting_nut/pod/seed/fruit,rotting fruit (on ground),20.4,21.2,89.0,,S. Zdraljevic,E. Andersen,2018-11-06,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1224,ECA1223,S-08801,20200815,ECA,19.7188,-155.9544833,Forest,"Big Island, Kaloko Loop Trial",Rotting_nut/pod/seed/fruit,Fruit,20.4,21.2,89.0,no,S. Zdraljevic,E. Andersen,2018-11-06,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1225,ECA1225,S-08802,20200815,ECA,19.7188,-155.9544833,Forest,"Big Island, Kaloko Loop Trial",Rotting_nut/pod/seed/fruit,rotting fruit (on ground),20.4,21.2,89.0,,S. Zdraljevic,E. Andersen,2018-11-06,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1226,ECA1225,S-08803,20200815,ECA,19.7188,-155.9544833,Forest,"Big Island, Kaloko Loop Trial",Rotting_nut/pod/seed/fruit,Fruit,20.4,21.2,89.0,no,S. Zdraljevic,E. Andersen,2018-11-06,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1227,ECA1225,S-08804,20210121,ECA,19.7188,-155.9544833,Forest,"Big Island, Kaloko Loop Trial",Rotting_nut/pod/seed/fruit,rotting fruit (on ground),20.4,21.2,89.0,,S. Zdraljevic,E. Andersen,2018-11-06,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1228,ECA1228,S-08865,20200815,ECA,19.72135556,-155.9473333,Forest,"Big Island, Kaloko Loop Trial",Rotting_nut/pod/seed/fruit,Flower,20.5,20.5,91.1,no,S. Zdraljevic,N. Roberto,2018-11-06,Fulcrum collection HawaiiOctober2018,7,False,,True,True
Caenorhabditis elegans,ITS2,ECA1229,ECA1229,S-08914,20200815,ECA,19.10540278,-155.697525,Forest,Big Island,Vegetal_litter/mix,vegetal litter/mix,22.5,26.0,59.9,,T. Crombie,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1230,ECA1229,S-08915,20210121,ECA,19.10540278,-155.697525,Forest,Big Island,Vegetal_litter/mix,Leaf litter,22.5,26.0,59.9,no,T. Crombie,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1231,ECA1229,S-08921,20210121,ECA,19.10540278,-155.697525,Forest,Big Island,Vegetal_litter/mix,vegetal litter/mix,22.5,26.0,59.9,,T. Crombie,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1232,ECA1232,S-08925,20200815,ECA,19.44023611,-155.3014944,Forest,"Big Island, Kipuka Puaulu Trail",Soil,Soil,19.0,21.2,77.1,no,S. Zdraljevic,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1233,ECA1229,S-08936,20200815,ECA,19.10540278,-155.697525,Forest,Big Island,Vegetal_litter/mix,vegetal litter/mix,22.5,26.0,59.9,,T. Crombie,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1234,ECA1237,S-09041,20200815,ECA,19.44180278,-155.3046194,Forest,"Big Island, Kipuka Puaulu Trail",Rotting_flower,rotting flower (on ground),17.1,19.2,84.5,,S. Zdraljevic,E. Andersen,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1235,ECA1237,S-09042,20210121,ECA,19.44180278,-155.3046194,Forest,"Big Island, Kipuka Puaulu Trail",Rotting_flower,rotting flower (on ground),17.1,19.2,84.5,,S. Zdraljevic,E. Andersen,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1236,ECA1237,S-09043,20200815,ECA,19.44180278,-155.3046194,Forest,"Big Island, Kipuka Puaulu Trail",Rotting_flower,rotting flower (on ground),17.1,19.2,84.5,,S. Zdraljevic,E. Andersen,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1237,ECA1237,S-09045,20200815,ECA,19.44180278,-155.3046194,Forest,"Big Island, Kipuka Puaulu Trail",Rotting_flower,Flower,17.1,19.2,84.5,no,S. Zdraljevic,E. Andersen,2018-11-04,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1238,ECA1238,S-09058,20200815,ECA,19.438925,-155.3033667,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,Leaf litter,17.5,17.1,89.6,no,S. Zdraljevic,N. Roberto,2018-11-04,Fulcrum collection HawaiiOctober2018,7,False,,True,True
Caenorhabditis elegans,ITS2,ECA1239,ECA1238,S-09060,20200815,ECA,19.43899444,-155.3034222,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,Leaf litter,16.8,17.1,90.1,no,S. Zdraljevic,N. Roberto,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1240,ECA1240,S-09066,20200815,ECA,19.44179722,-155.304625,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,Leaf litter,17.1,19.2,84.3,no,S. Zdraljevic,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1241,ECA1229,S-09074,20200815,ECA,19.10540278,-155.697525,Forest,Big Island,Vegetal_litter/mix,Leaf litter,22.5,26.0,59.9,no,T. Crombie,R. Tanny,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1242,ECA1242,S-09080,20200815,ECA,19.43860278,-155.3033389,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,Leaf litter,17.5,17.8,84.7,no,S. Zdraljevic,N. Roberto,2018-11-04,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1243,ECA1243,S-09162,20200815,ECA,19.12013889,-155.8196139,Forest,"Big Island, Manuka Nature Trail",Rotting_nut/pod/seed/fruit,Nut,21.0,24.7,75.7,no,T. Crombie,R. Tanny,2018-11-05,Fulcrum collection HawaiiOctober2018,,False,,True,True
Caenorhabditis elegans,ITS2,ECA1244,ECA760,S-09222,20200815,ECA,20.03970278,-155.4414333,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"Rotting, Fruit",20.9,23.3,85.8,no,T. Crombie,N. Roberto,2018-11-06,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1245,ECA760,S-09223,20200815,ECA,20.03970278,-155.4414333,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"Rotting, Fruit",20.9,23.3,85.8,no,T. Crombie,N. Roberto,2018-11-06,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1246,ECA1247,S-09286,20200815,ECA,19.7205,-155.9477056,Forest,"Big Island, Kaloko Loop Trial",Rotting_flower,Flower,19.8,20.5,90.1,no,S. Zdraljevic,N. Roberto,2018-11-06,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,,EG4724,EG4724,,20160408,EG,41.6288,-8.3476,Agricultural_land,Braga,Rotting_nut/pod/seed/fruit,"rotting fruit, apple",,,,,M. Ailion,M. Ailion,2007-03-28,,3,False,,True,True
Caenorhabditis elegans,ITS2,ECA1247,ECA1247,S-09287,20200815,ECA,19.7205,-155.9477056,Forest,"Big Island, Kaloko Loop Trial",Rotting_flower,Flower,19.8,20.5,90.1,no,S. Zdraljevic,N. Roberto,2018-11-06,Fulcrum collection HawaiiOctober2018,8,False,,True,True
Caenorhabditis elegans,ITS2,ECA1249,ECA1255,S-09335,20210121,ECA,20.04141111,-155.4438278,Forest,"Big Island, Kalopa State Recreation Area",Rotting_nut/pod/seed/fruit,"Rotting, Fruit",21.3,24.0,86.5,no,T. Crombie,T. Crombie,2018-11-07,Fulcrum collection HawaiiOctober2018,,False,,False,True
Caenorhabditis elegans,ITS2,ECA1250,ECA1251,S-09338,20200815,ECA,19.43866111,-155.3034417,Forest,"Big Island, Kipuka Puaulu Trail",Vegetal_litter/mix,Leaf litter,17.1,17.8,87.2,no,S. Zdraljevic,N. Roberto,2018-11-04,Fulcrum collection HawaiiOctober2018,,False,,False,True
