sample,sample_info,time,rnai,replicate,depth_cutoff,strain,frq,t0_frq,ctrl_frq,delta_t0,delta_ctrl,log2fc_t0,log2fc_ctrl
A10,T2_pos-1_1,T2,pos-1,1,3,JU2526,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,3,JU2526,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,3,JU2526,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,3,JU2526,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,3,JU2526,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,JU2526,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,JU2526,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,5,JU2526,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,5,JU2526,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,5,JU2526,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,5,JU2526,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,5,JU2526,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,10,JU2526,0,6.76645190918227e-06,0,-6.76645190918227e-06,0,-57.9206536642642,0
A11,T2_pos-1_2,T2,pos-1,2,10,JU2526,0,6.76645190918227e-06,0,-6.76645190918227e-06,0,-57.9206536642642,0
A12,T2_pos-1_3,T2,pos-1,3,10,JU2526,0,6.76645190918227e-06,0,-6.76645190918227e-06,0,-57.9206536642642,0
A13,T2_pos-1_4,T2,pos-1,4,10,JU2526,0,6.76645190918227e-06,0,-6.76645190918227e-06,0,-57.9206536642642,0
A6,T2_ctrl_A,T2,ctrl,A,10,JU2526,0,6.76645190918227e-06,0,-6.76645190918227e-06,0,-57.9206536642642,0
A7,T2_ctrl_B,T2,ctrl,B,10,JU2526,0,6.76645190918227e-06,0,-6.76645190918227e-06,0,-57.9206536642642,0
A10,T2_pos-1_1,T2,pos-1,1,3,JU2534,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,3,JU2534,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,3,JU2534,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,3,JU2534,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,3,JU2534,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,JU2534,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,JU2534,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,5,JU2534,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,5,JU2534,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,5,JU2534,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,5,JU2534,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,5,JU2534,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,10,JU2534,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,10,JU2534,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,10,JU2534,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,10,JU2534,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,10,JU2534,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,10,JU2534,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,3,JU2565,0,0.00323155425749174,0,-0.00323155425749174,0,-66.8202666302287,0
A11,T2_pos-1_2,T2,pos-1,2,3,JU2565,0,0.00323155425749174,0,-0.00323155425749174,0,-66.8202666302287,0
A12,T2_pos-1_3,T2,pos-1,3,3,JU2565,0.00124005542343943,0.00323155425749174,0,-0.00199149883405231,0.00124005542343943,-1.38182361219973,65.438443018029
A13,T2_pos-1_4,T2,pos-1,4,3,JU2565,0,0.00323155425749174,0,-0.00323155425749174,0,-66.8202666302287,0
A6,T2_ctrl_A,T2,ctrl,A,3,JU2565,0,0.00323155425749174,0,-0.00323155425749174,0,-66.8202666302287,0
A7,T2_ctrl_B,T2,ctrl,B,3,JU2565,0,0.00323155425749174,0,-0.00323155425749174,0,-66.8202666302287,0
A10,T2_pos-1_1,T2,pos-1,1,5,JU2565,0,0.00346110714800892,0,-0.00346110714800892,0,-66.919272020449,0
A11,T2_pos-1_2,T2,pos-1,2,5,JU2565,0,0.00346110714800892,0,-0.00346110714800892,0,-66.919272020449,0
A12,T2_pos-1_3,T2,pos-1,3,5,JU2565,0.00105761042700535,0.00346110714800892,0,-0.00240349672100357,0.00105761042700535,-1.71042529916167,65.2088467212873
A13,T2_pos-1_4,T2,pos-1,4,5,JU2565,0,0.00346110714800892,0,-0.00346110714800892,0,-66.919272020449,0
A6,T2_ctrl_A,T2,ctrl,A,5,JU2565,0,0.00346110714800892,0,-0.00346110714800892,0,-66.919272020449,0
A7,T2_ctrl_B,T2,ctrl,B,5,JU2565,0,0.00346110714800892,0,-0.00346110714800892,0,-66.919272020449,0
A10,T2_pos-1_1,T2,pos-1,1,10,JU2565,0,0.00460881630670366,0,-0.00460881630670366,0,-67.3324346831122,0
A11,T2_pos-1_2,T2,pos-1,2,10,JU2565,0,0.00460881630670366,0,-0.00460881630670366,0,-67.3324346831122,0
A12,T2_pos-1_3,T2,pos-1,3,10,JU2565,0.00429299874707733,0.00460881630670366,0,-0.000315817559626333,0.00429299874707733,-0.102410515685049,67.2300241674271
A13,T2_pos-1_4,T2,pos-1,4,10,JU2565,0,0.00460881630670366,0,-0.00460881630670366,0,-67.3324346831122,0
A6,T2_ctrl_A,T2,ctrl,A,10,JU2565,0,0.00460881630670366,0,-0.00460881630670366,0,-67.3324346831122,0
A7,T2_ctrl_B,T2,ctrl,B,10,JU2565,0,0.00460881630670366,0,-0.00460881630670366,0,-67.3324346831122,0
A10,T2_pos-1_1,T2,pos-1,1,3,JU2566,0,0,0.00226451256475202,0,-0.00226451256475202,0,-66.3072389599655
A11,T2_pos-1_2,T2,pos-1,2,3,JU2566,0,0,0.00226451256475202,0,-0.00226451256475202,0,-66.3072389599655
A12,T2_pos-1_3,T2,pos-1,3,3,JU2566,0,0,0.00226451256475202,0,-0.00226451256475202,0,-66.3072389599655
A13,T2_pos-1_4,T2,pos-1,4,3,JU2566,0.00164226389614178,0,0.00226451256475202,0.00164226389614178,-0.000622248668610246,65.84372438877,-0.463514571195508
A6,T2_ctrl_A,T2,ctrl,A,3,JU2566,0.00313465503334542,0,0.00226451256475202,0.00313465503334542,0.000870142468593399,66.7763450998503,0.469106139884757
A7,T2_ctrl_B,T2,ctrl,B,3,JU2566,0.00139437009615862,0,0.00226451256475202,0.00139437009615862,-0.000870142468593399,65.6076519503792,-0.699587009586345
A10,T2_pos-1_1,T2,pos-1,1,5,JU2566,0,0,0.00219748762543905,0,-0.00219748762543905,0,-66.2638934569378
A11,T2_pos-1_2,T2,pos-1,2,5,JU2566,0,0,0.00219748762543905,0,-0.00219748762543905,0,-66.2638934569378
A12,T2_pos-1_3,T2,pos-1,3,5,JU2566,0,0,0.00219748762543905,0,-0.00219748762543905,0,-66.2638934569378
A13,T2_pos-1_4,T2,pos-1,4,5,JU2566,0.000935833233819404,0,0.00219748762543905,0.000935833233819404,-0.00126165439161965,65.0323617841881,-1.23153167274967
A6,T2_ctrl_A,T2,ctrl,A,5,JU2566,0.00297830225485088,0,0.00219748762543905,0.00297830225485088,0.000780814629411826,66.7025285898462,0.438635132908425
A7,T2_ctrl_B,T2,ctrl,B,5,JU2566,0.00141667299602723,0,0.00219748762543905,0.00141667299602723,-0.000780814629411827,65.6305452018601,-0.633348255077686
A10,T2_pos-1_1,T2,pos-1,1,10,JU2566,0,0,0.00147288498242272,0,-0.00147288498242272,0,-65.686683190423
A11,T2_pos-1_2,T2,pos-1,2,10,JU2566,0,0,0.00147288498242272,0,-0.00147288498242272,0,-65.686683190423
A12,T2_pos-1_3,T2,pos-1,3,10,JU2566,0,0,0.00147288498242272,0,-0.00147288498242272,0,-65.686683190423
A13,T2_pos-1_4,T2,pos-1,4,10,JU2566,0,0,0.00147288498242272,0,-0.00147288498242272,0,-65.686683190423
A6,T2_ctrl_A,T2,ctrl,A,10,JU2566,0.00132486995571568,0,0.00147288498242272,0.00132486995571568,-0.000148015026707041,65.5338891727665,-0.152794017656473
A7,T2_ctrl_B,T2,ctrl,B,10,JU2566,0.00162090000912976,0,0.00147288498242272,0.00162090000912976,0.000148015026707041,65.8248335116207,0.138150321197783
A10,T2_pos-1_1,T2,pos-1,1,3,JU2570,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,3,JU2570,0.00668440123151342,0,0,0.00668440123151342,0.00668440123151342,67.8688367495348,67.8688367495348
A12,T2_pos-1_3,T2,pos-1,3,3,JU2570,0.00777408669476848,0,0,0.00777408669476848,0.00777408669476848,68.0867116120549,68.0867116120549
A13,T2_pos-1_4,T2,pos-1,4,3,JU2570,0.0133911747189756,0,0,0.0133911747189756,0.0133911747189756,68.8712490348675,68.8712490348675
A6,T2_ctrl_A,T2,ctrl,A,3,JU2570,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,JU2570,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,JU2570,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,5,JU2570,0.00799442999788391,0,0,0.00799442999788391,0.00799442999788391,68.1270335890457,68.1270335890457
A12,T2_pos-1_3,T2,pos-1,3,5,JU2570,0.00832574293180103,0,0,0.00832574293180103,0.00832574293180103,68.1856174297657,68.1856174297657
A13,T2_pos-1_4,T2,pos-1,4,5,JU2570,0.0147608036358674,0,0,0.0147608036358674,0.0147608036358674,69.0117377800787,69.0117377800787
A6,T2_ctrl_A,T2,ctrl,A,5,JU2570,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,5,JU2570,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,10,JU2570,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,10,JU2570,0.0122571791700159,0,0,0.0122571791700159,0.0122571791700159,68.7435935103559,68.7435935103559
A12,T2_pos-1_3,T2,pos-1,3,10,JU2570,0.0104632399237635,0,0,0.0104632399237635,0.0104632399237635,68.5152961593179,68.5152961593179
A13,T2_pos-1_4,T2,pos-1,4,10,JU2570,0.0155606352361002,0,0,0.0155606352361002,0.0155606352361002,69.0878674676464,69.0878674676464
A6,T2_ctrl_A,T2,ctrl,A,10,JU2570,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,10,JU2570,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,3,JU2572,0,0.00304384842374154,0,-0.00304384842374154,0,-66.7339349336168,0
A11,T2_pos-1_2,T2,pos-1,2,3,JU2572,0,0.00304384842374154,0,-0.00304384842374154,0,-66.7339349336168,0
A12,T2_pos-1_3,T2,pos-1,3,3,JU2572,0,0.00304384842374154,0,-0.00304384842374154,0,-66.7339349336168,0
A13,T2_pos-1_4,T2,pos-1,4,3,JU2572,0,0.00304384842374154,0,-0.00304384842374154,0,-66.7339349336168,0
A6,T2_ctrl_A,T2,ctrl,A,3,JU2572,0,0.00304384842374154,0,-0.00304384842374154,0,-66.7339349336168,0
A7,T2_ctrl_B,T2,ctrl,B,3,JU2572,0,0.00304384842374154,0,-0.00304384842374154,0,-66.7339349336168,0
A10,T2_pos-1_1,T2,pos-1,1,5,JU2572,0,0.00392430023619936,0,-0.00392430023619936,0,-67.1004738376569,0
A11,T2_pos-1_2,T2,pos-1,2,5,JU2572,0,0.00392430023619936,0,-0.00392430023619936,0,-67.1004738376569,0
A12,T2_pos-1_3,T2,pos-1,3,5,JU2572,0,0.00392430023619936,0,-0.00392430023619936,0,-67.1004738376569,0
A13,T2_pos-1_4,T2,pos-1,4,5,JU2572,0,0.00392430023619936,0,-0.00392430023619936,0,-67.1004738376569,0
A6,T2_ctrl_A,T2,ctrl,A,5,JU2572,0,0.00392430023619936,0,-0.00392430023619936,0,-67.1004738376569,0
A7,T2_ctrl_B,T2,ctrl,B,5,JU2572,0,0.00392430023619936,0,-0.00392430023619936,0,-67.1004738376569,0
A10,T2_pos-1_1,T2,pos-1,1,10,JU2572,0,0.00473770595339112,0,-0.00473770595339112,0,-67.3722270759139,0
A11,T2_pos-1_2,T2,pos-1,2,10,JU2572,0,0.00473770595339112,0,-0.00473770595339112,0,-67.3722270759139,0
A12,T2_pos-1_3,T2,pos-1,3,10,JU2572,0,0.00473770595339112,0,-0.00473770595339112,0,-67.3722270759139,0
A13,T2_pos-1_4,T2,pos-1,4,10,JU2572,0.0014247175629773,0.00473770595339112,0,-0.00331298839041382,0.0014247175629773,-1.7335127134869,65.638714362427
A6,T2_ctrl_A,T2,ctrl,A,10,JU2572,0,0.00473770595339112,0,-0.00473770595339112,0,-67.3722270759139,0
A7,T2_ctrl_B,T2,ctrl,B,10,JU2572,0,0.00473770595339112,0,-0.00473770595339112,0,-67.3722270759139,0
A10,T2_pos-1_1,T2,pos-1,1,3,JU2575,0,0.013103631403729,0,-0.013103631403729,0,-68.8399331912115,0
A11,T2_pos-1_2,T2,pos-1,2,3,JU2575,0.00226646427527293,0.013103631403729,0,-0.010837167128456,0.00226646427527293,-2.53145135432852,66.308481836883
A12,T2_pos-1_3,T2,pos-1,3,3,JU2575,0.00427196143497976,0.013103631403729,0,-0.00883166996874921,0.00427196143497976,-1.61699615232344,67.222937038888
A13,T2_pos-1_4,T2,pos-1,4,3,JU2575,0.00195698954948221,0.013103631403729,0,-0.0111466418542468,0.00195698954948221,-2.74325872366485,66.0966744675466
A6,T2_ctrl_A,T2,ctrl,A,3,JU2575,0,0.013103631403729,0,-0.013103631403729,0,-68.8399331912115,0
A7,T2_ctrl_B,T2,ctrl,B,3,JU2575,0,0.013103631403729,0,-0.013103631403729,0,-68.8399331912115,0
A10,T2_pos-1_1,T2,pos-1,1,5,JU2575,0,0.0128067330950404,0,-0.0128067330950404,0,-68.8068690121268,0
A11,T2_pos-1_2,T2,pos-1,2,5,JU2575,0.00194732571789935,0.0128067330950404,0,-0.010859407377141,0.00194732571789935,-2.71733638094199,66.0895326311848
A12,T2_pos-1_3,T2,pos-1,3,5,JU2575,0.00415468488893974,0.0128067330950404,0,-0.00865204820610062,0.00415468488893974,-1.6240915361392,67.1827774759876
A13,T2_pos-1_4,T2,pos-1,4,5,JU2575,0.00125161501325788,0.0128067330950404,0,-0.0115551180817825,0.00125161501325788,-3.35503972735243,65.4518292847744
A6,T2_ctrl_A,T2,ctrl,A,5,JU2575,0,0.0128067330950404,0,-0.0128067330950404,0,-68.8068690121268,0
A7,T2_ctrl_B,T2,ctrl,B,5,JU2575,0,0.0128067330950404,0,-0.0128067330950404,0,-68.8068690121268,0
A10,T2_pos-1_1,T2,pos-1,1,10,JU2575,0,0.0135455532994151,0,-0.0135455532994151,0,-68.8877858355381,0
A11,T2_pos-1_2,T2,pos-1,2,10,JU2575,0.00194516756547659,0.0135455532994151,0,-0.0116003857339385,0.00194516756547659,-2.79985297904272,66.0879328564954
A12,T2_pos-1_3,T2,pos-1,3,10,JU2575,0.000396934451188192,0.0135455532994151,0,-0.0131486188482269,0.000396934451188192,-5.09277473092229,63.7950111046158
A13,T2_pos-1_4,T2,pos-1,4,10,JU2575,0,0.0135455532994151,0,-0.0135455532994151,0,-68.8877858355381,0
A6,T2_ctrl_A,T2,ctrl,A,10,JU2575,0,0.0135455532994151,0,-0.0135455532994151,0,-68.8877858355381,0
A7,T2_ctrl_B,T2,ctrl,B,10,JU2575,0,0.0135455532994151,0,-0.0135455532994151,0,-68.8877858355381,0
A10,T2_pos-1_1,T2,pos-1,1,3,JU2578,0.00352099039300935,0.000401437412349534,0.00298131249804191,0.00311955298065982,0.000539677894967442,3.13273430938162,0.240033685793331
A11,T2_pos-1_2,T2,pos-1,2,3,JU2578,0.00642283606927103,0.000401437412349534,0.00298131249804191,0.0060213986569215,0.00344152357122912,3.99996349341097,1.10726286982269
A12,T2_pos-1_3,T2,pos-1,3,3,JU2578,0.00212469677052061,0.000401437412349534,0.00298131249804191,0.00172325935817107,-0.000856615727521302,2.40400997797935,-0.488690645608939
A13,T2_pos-1_4,T2,pos-1,4,3,JU2578,0,0.000401437412349534,0.00298131249804191,-0.000401437412349534,-0.00298131249804191,-63.8112853971399,-66.7039860207282
A6,T2_ctrl_A,T2,ctrl,A,3,JU2578,0.00493802679476656,0.000401437412349534,0.00298131249804191,0.00453658938241703,0.00195671429672465,3.62068768342273,0.72798705983445
A7,T2_ctrl_B,T2,ctrl,B,3,JU2578,0.00102459820131726,0.000401437412349534,0.00298131249804191,0.000623160788967726,-0.00195671429672465,1.35181128281101,-1.54088934077728
A10,T2_pos-1_1,T2,pos-1,1,5,JU2578,0.002705888138584,0,0.00249105463090741,0.002705888138584,0.000214833507676597,66.5641406152296,0.119345538101822
A11,T2_pos-1_2,T2,pos-1,2,5,JU2578,0.00560244799000725,0,0.00249105463090741,0.00560244799000725,0.00311139335909984,67.6140957663198,1.16930068919202
A12,T2_pos-1_3,T2,pos-1,3,5,JU2578,0.000993778030420015,0,0.00249105463090741,0.000993778030420015,-0.00149727660048739,65.1190339692021,-1.32576110792564
A13,T2_pos-1_4,T2,pos-1,4,5,JU2578,0,0,0.00249105463090741,0,-0.00249105463090741,0,-66.4447950771278
A6,T2_ctrl_A,T2,ctrl,A,5,JU2578,0.00443690514563645,0,0.00249105463090741,0.00443690514563645,0.00194585051472904,67.2775921265317,0.832797049403949
A7,T2_ctrl_B,T2,ctrl,B,5,JU2578,0.000545204116178363,0,0.00249105463090741,0.000545204116178363,-0.00194585051472904,64.2529067750418,-2.19188830208602
A10,T2_pos-1_1,T2,pos-1,1,10,JU2578,0.00214655789250486,0,0.00181400379523193,0.00214655789250486,0.000332554097272929,66.2300634983827,0.242847608432311
A11,T2_pos-1_2,T2,pos-1,2,10,JU2578,0.00481494493741696,0,0.00181400379523193,0.00481494493741696,0.00300094114218503,67.3955577155359,1.40834182558551
A12,T2_pos-1_3,T2,pos-1,3,10,JU2578,0,0,0.00181400379523193,0,-0.00181400379523193,0,-65.9872158899504
A13,T2_pos-1_4,T2,pos-1,4,10,JU2578,0,0,0.00181400379523193,0,-0.00181400379523193,0,-65.9872158899504
A6,T2_ctrl_A,T2,ctrl,A,10,JU2578,0.00362800759046386,0,0.00181400379523193,0.00362800759046386,0.00181400379523193,66.9872158899504,1
A7,T2_ctrl_B,T2,ctrl,B,10,JU2578,0,0,0.00181400379523193,0,-0.00181400379523193,0,-65.9872158899504
A10,T2_pos-1_1,T2,pos-1,1,3,JU2581,0,0.00149183941344433,0,-0.00149183941344433,0,-65.7051306631545,0
A11,T2_pos-1_2,T2,pos-1,2,3,JU2581,0,0.00149183941344433,0,-0.00149183941344433,0,-65.7051306631545,0
A12,T2_pos-1_3,T2,pos-1,3,3,JU2581,0,0.00149183941344433,0,-0.00149183941344433,0,-65.7051306631545,0
A13,T2_pos-1_4,T2,pos-1,4,3,JU2581,0,0.00149183941344433,0,-0.00149183941344433,0,-65.7051306631545,0
A6,T2_ctrl_A,T2,ctrl,A,3,JU2581,0,0.00149183941344433,0,-0.00149183941344433,0,-65.7051306631545,0
A7,T2_ctrl_B,T2,ctrl,B,3,JU2581,0,0.00149183941344433,0,-0.00149183941344433,0,-65.7051306631545,0
A10,T2_pos-1_1,T2,pos-1,1,5,JU2581,0,0.0018132299063859,0.000268999410499895,-0.0018132299063859,-0.000268999410499895,-65.9866002772223,-63.2337133319923
A11,T2_pos-1_2,T2,pos-1,2,5,JU2581,0,0.0018132299063859,0.000268999410499895,-0.0018132299063859,-0.000268999410499895,-65.9866002772223,-63.2337133319923
A12,T2_pos-1_3,T2,pos-1,3,5,JU2581,0,0.0018132299063859,0.000268999410499895,-0.0018132299063859,-0.000268999410499895,-65.9866002772223,-63.2337133319923
A13,T2_pos-1_4,T2,pos-1,4,5,JU2581,0,0.0018132299063859,0.000268999410499895,-0.0018132299063859,-0.000268999410499895,-65.9866002772223,-63.2337133319923
A6,T2_ctrl_A,T2,ctrl,A,5,JU2581,0,0.0018132299063859,0.000268999410499895,-0.0018132299063859,-0.000268999410499895,-65.9866002772223,-63.2337133319923
A7,T2_ctrl_B,T2,ctrl,B,5,JU2581,0.00053799882099979,0.0018132299063859,0.000268999410499895,-0.00127523108538611,0.000268999410499895,-1.75288694522998,1
A10,T2_pos-1_1,T2,pos-1,1,10,JU2581,0.000306259496555012,0.00266195220842074,0.000198164387768699,-0.00235569271186573,0.000108095108786314,-3.11965818464304,0.628056861884296
A11,T2_pos-1_2,T2,pos-1,2,10,JU2581,0,0.00266195220842074,0.000198164387768699,-0.00266195220842074,-0.000198164387768699,-66.5405230856331,-62.7928080391058
A12,T2_pos-1_3,T2,pos-1,3,10,JU2581,0,0.00266195220842074,0.000198164387768699,-0.00266195220842074,-0.000198164387768699,-66.5405230856331,-62.7928080391058
A13,T2_pos-1_4,T2,pos-1,4,10,JU2581,0,0.00266195220842074,0.000198164387768699,-0.00266195220842074,-0.000198164387768699,-66.5405230856331,-62.7928080391058
A6,T2_ctrl_A,T2,ctrl,A,10,JU2581,0,0.00266195220842074,0.000198164387768699,-0.00266195220842074,-0.000198164387768699,-66.5405230856331,-62.7928080391058
A7,T2_ctrl_B,T2,ctrl,B,10,JU2581,0.000396328775537397,0.00266195220842074,0.000198164387768699,-0.00226562343288334,0.000198164387768699,-2.74771504652734,1
A10,T2_pos-1_1,T2,pos-1,1,3,JU2586,0,0.00736621982245743,0.00671116616047405,-0.00736621982245743,-0.00671116616047405,-68.0089628664273,-67.8746018926654
A11,T2_pos-1_2,T2,pos-1,2,3,JU2586,0,0.00736621982245743,0.00671116616047405,-0.00736621982245743,-0.00671116616047405,-68.0089628664273,-67.8746018926654
A12,T2_pos-1_3,T2,pos-1,3,3,JU2586,0,0.00736621982245743,0.00671116616047405,-0.00736621982245743,-0.00671116616047405,-68.0089628664273,-67.8746018926654
A13,T2_pos-1_4,T2,pos-1,4,3,JU2586,0,0.00736621982245743,0.00671116616047405,-0.00736621982245743,-0.00671116616047405,-68.0089628664273,-67.8746018926654
A6,T2_ctrl_A,T2,ctrl,A,3,JU2586,0.00690854977900588,0.00736621982245743,0.00671116616047405,-0.000457670043451548,0.000197383618531831,-0.0925415543320387,0.041819419429842
A7,T2_ctrl_B,T2,ctrl,B,3,JU2586,0.00651378254194222,0.00736621982245743,0.00671116616047405,-0.000852437280515212,-0.000197383618531832,-0.177428893555186,-0.0430679197933051
A10,T2_pos-1_1,T2,pos-1,1,5,JU2586,0,0.0077855130081294,0.00714019917457718,-0.0077855130081294,-0.00714019917457718,-68.0888305211399,-67.9640027342311
A11,T2_pos-1_2,T2,pos-1,2,5,JU2586,0,0.0077855130081294,0.00714019917457718,-0.0077855130081294,-0.00714019917457718,-68.0888305211399,-67.9640027342311
A12,T2_pos-1_3,T2,pos-1,3,5,JU2586,0,0.0077855130081294,0.00714019917457718,-0.0077855130081294,-0.00714019917457718,-68.0888305211399,-67.9640027342311
A13,T2_pos-1_4,T2,pos-1,4,5,JU2586,0,0.0077855130081294,0.00714019917457718,-0.0077855130081294,-0.00714019917457718,-68.0888305211399,-67.9640027342311
A6,T2_ctrl_A,T2,ctrl,A,5,JU2586,0.00751873109467858,0.0077855130081294,0.00714019917457718,-0.000266781913450815,0.000378531920101404,-0.0503029007063863,0.074524886202429
A7,T2_ctrl_B,T2,ctrl,B,5,JU2586,0.00676166725447578,0.0077855130081294,0.00714019917457718,-0.00102384575365362,-0.000378531920101403,-0.203413083316693,-0.0785852964078783
A10,T2_pos-1_1,T2,pos-1,1,10,JU2586,0,0.00663549171230425,0.00684075490478438,-0.00663549171230425,-0.00684075490478438,-67.8582417938183,-67.9021939567853
A11,T2_pos-1_2,T2,pos-1,2,10,JU2586,0,0.00663549171230425,0.00684075490478438,-0.00663549171230425,-0.00684075490478438,-67.8582417938183,-67.9021939567853
A12,T2_pos-1_3,T2,pos-1,3,10,JU2586,0,0.00663549171230425,0.00684075490478438,-0.00663549171230425,-0.00684075490478438,-67.8582417938183,-67.9021939567853
A13,T2_pos-1_4,T2,pos-1,4,10,JU2586,0,0.00663549171230425,0.00684075490478438,-0.00663549171230425,-0.00684075490478438,-67.8582417938183,-67.9021939567853
A6,T2_ctrl_A,T2,ctrl,A,10,JU2586,0.0078461171017436,0.00663549171230425,0.00684075490478438,0.00121062538943936,0.00100536219695922,0.241775489390721,0.197823326423666
A7,T2_ctrl_B,T2,ctrl,B,10,JU2586,0.00583539270782516,0.00663549171230425,0.00684075490478438,-0.000800099004479089,-0.00100536219695922,-0.185373629033687,-0.229325792000742
A10,T2_pos-1_1,T2,pos-1,1,3,JU2587,0,0,0.000580380942285936,0,-0.000580380942285936,0,-64.3431104678473
A11,T2_pos-1_2,T2,pos-1,2,3,JU2587,0,0,0.000580380942285936,0,-0.000580380942285936,0,-64.3431104678473
A12,T2_pos-1_3,T2,pos-1,3,3,JU2587,0,0,0.000580380942285936,0,-0.000580380942285936,0,-64.3431104678473
A13,T2_pos-1_4,T2,pos-1,4,3,JU2587,0,0,0.000580380942285936,0,-0.000580380942285936,0,-64.3431104678473
A6,T2_ctrl_A,T2,ctrl,A,3,JU2587,0.00116076188457187,0,0.000580380942285936,0.00116076188457187,0.000580380942285936,65.3431104678473,1
A7,T2_ctrl_B,T2,ctrl,B,3,JU2587,0,0,0.000580380942285936,0,-0.000580380942285936,0,-64.3431104678473
A10,T2_pos-1_1,T2,pos-1,1,5,JU2587,0,0,0.0005785391732559,0,-0.0005785391732559,0,-64.3385249692484
A11,T2_pos-1_2,T2,pos-1,2,5,JU2587,0,0,0.0005785391732559,0,-0.0005785391732559,0,-64.3385249692484
A12,T2_pos-1_3,T2,pos-1,3,5,JU2587,0,0,0.0005785391732559,0,-0.0005785391732559,0,-64.3385249692484
A13,T2_pos-1_4,T2,pos-1,4,5,JU2587,0,0,0.0005785391732559,0,-0.0005785391732559,0,-64.3385249692484
A6,T2_ctrl_A,T2,ctrl,A,5,JU2587,0.0011570783465118,0,0.0005785391732559,0.0011570783465118,0.0005785391732559,65.3385249692484,1
A7,T2_ctrl_B,T2,ctrl,B,5,JU2587,0,0,0.0005785391732559,0,-0.0005785391732559,0,-64.3385249692484
A10,T2_pos-1_1,T2,pos-1,1,10,JU2587,0,0,0.00109093627021853,0,-0.00109093627021853,0,-65.2536052411654
A11,T2_pos-1_2,T2,pos-1,2,10,JU2587,0,0,0.00109093627021853,0,-0.00109093627021853,0,-65.2536052411654
A12,T2_pos-1_3,T2,pos-1,3,10,JU2587,0,0,0.00109093627021853,0,-0.00109093627021853,0,-65.2536052411654
A13,T2_pos-1_4,T2,pos-1,4,10,JU2587,0,0,0.00109093627021853,0,-0.00109093627021853,0,-65.2536052411654
A6,T2_ctrl_A,T2,ctrl,A,10,JU2587,0.00218187254043705,0,0.00109093627021853,0.00218187254043705,0.00109093627021853,66.2536052411654,1
A7,T2_ctrl_B,T2,ctrl,B,10,JU2587,0,0,0.00109093627021853,0,-0.00109093627021853,0,-65.2536052411654
A10,T2_pos-1_1,T2,pos-1,1,3,JU2592,0,0,0.00471386706905569,0,-0.00471386706905569,0,-67.3649494908899
A11,T2_pos-1_2,T2,pos-1,2,3,JU2592,0,0,0.00471386706905569,0,-0.00471386706905569,0,-67.3649494908899
