sample,sample_info,time,rnai,replicate,depth_cutoff,strain,frq,t0_frq,ctrl_frq,delta_t0,delta_ctrl,log2fc_t0,log2fc_ctrl
A6,T2_ctrl_A,T2,ctrl,A,3,BRC20263,0,0.00635387964998472,0.000277120840564997,-0.00635387964998472,-0.000277120840564997,-67.7956761796509,-63.2766255319855
A7,T2_ctrl_B,T2,ctrl,B,3,BRC20263,0.000554241681129993,0.00635387964998472,0.000277120840564997,-0.00579963796885472,0.000277120840564997,-3.51905064766543,1
A10,T2_pos-1_1,T2,pos-1,1,5,BRC20263,0,0.00633229246013614,1.61657211518907e-05,-0.00633229246013614,-1.61657211518907e-05,-67.790766304311,-59.1771200933632
A11,T2_pos-1_2,T2,pos-1,2,5,BRC20263,0,0.00633229246013614,1.61657211518907e-05,-0.00633229246013614,-1.61657211518907e-05,-67.790766304311,-59.1771200933632
A12,T2_pos-1_3,T2,pos-1,3,5,BRC20263,0,0.00633229246013614,1.61657211518907e-05,-0.00633229246013614,-1.61657211518907e-05,-67.790766304311,-59.1771200933632
A13,T2_pos-1_4,T2,pos-1,4,5,BRC20263,0,0.00633229246013614,1.61657211518907e-05,-0.00633229246013614,-1.61657211518907e-05,-67.790766304311,-59.1771200933632
A6,T2_ctrl_A,T2,ctrl,A,5,BRC20263,0,0.00633229246013614,1.61657211518907e-05,-0.00633229246013614,-1.61657211518907e-05,-67.790766304311,-59.1771200933632
A7,T2_ctrl_B,T2,ctrl,B,5,BRC20263,3.23314423037813e-05,0.00633229246013614,1.61657211518907e-05,-0.00629996101783236,1.61657211518907e-05,-7.61364621094778,1
A10,T2_pos-1_1,T2,pos-1,1,10,BRC20263,0,0.00841253393499509,0.000387732588447513,-0.00841253393499509,-0.000387732588447513,-68.200578835062,-63.7611723177384
A11,T2_pos-1_2,T2,pos-1,2,10,BRC20263,3.86762622612821e-05,0.00841253393499509,0.000387732588447513,-0.00837385767273381,-0.000349056326186231,-7.7649482320531,-3.3255417147295
A12,T2_pos-1_3,T2,pos-1,3,10,BRC20263,0,0.00841253393499509,0.000387732588447513,-0.00841253393499509,-0.000387732588447513,-68.200578835062,-63.7611723177384
A13,T2_pos-1_4,T2,pos-1,4,10,BRC20263,0,0.00841253393499509,0.000387732588447513,-0.00841253393499509,-0.000387732588447513,-68.200578835062,-63.7611723177384
A6,T2_ctrl_A,T2,ctrl,A,10,BRC20263,0,0.00841253393499509,0.000387732588447513,-0.00841253393499509,-0.000387732588447513,-68.200578835062,-63.7611723177384
A7,T2_ctrl_B,T2,ctrl,B,10,BRC20263,0.000775465176895027,0.00841253393499509,0.000387732588447513,-0.00763706875810007,0.000387732588447513,-3.4394065173236,1
A10,T2_pos-1_1,T2,pos-1,1,3,CB4852,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,3,CB4852,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,3,CB4852,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,3,CB4852,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,3,CB4852,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,CB4852,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,CB4852,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,5,CB4852,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,5,CB4852,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,5,CB4852,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,5,CB4852,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,5,CB4852,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,10,CB4852,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,10,CB4852,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,10,CB4852,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,10,CB4852,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,10,CB4852,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,10,CB4852,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,3,CB4853,0,0.00187074131342978,0,-0.00187074131342978,0,-66.0316484918401,0
A11,T2_pos-1_2,T2,pos-1,2,3,CB4853,0,0.00187074131342978,0,-0.00187074131342978,0,-66.0316484918401,0
A12,T2_pos-1_3,T2,pos-1,3,3,CB4853,0,0.00187074131342978,0,-0.00187074131342978,0,-66.0316484918401,0
A13,T2_pos-1_4,T2,pos-1,4,3,CB4853,0,0.00187074131342978,0,-0.00187074131342978,0,-66.0316484918401,0
A6,T2_ctrl_A,T2,ctrl,A,3,CB4853,0,0.00187074131342978,0,-0.00187074131342978,0,-66.0316484918401,0
A7,T2_ctrl_B,T2,ctrl,B,3,CB4853,0,0.00187074131342978,0,-0.00187074131342978,0,-66.0316484918401,0
A10,T2_pos-1_1,T2,pos-1,1,5,CB4853,0,0.00118700087372639,0,-0.00118700087372639,0,-65.3753594126133,0
A11,T2_pos-1_2,T2,pos-1,2,5,CB4853,0,0.00118700087372639,0,-0.00118700087372639,0,-65.3753594126133,0
A12,T2_pos-1_3,T2,pos-1,3,5,CB4853,0,0.00118700087372639,0,-0.00118700087372639,0,-65.3753594126133,0
A13,T2_pos-1_4,T2,pos-1,4,5,CB4853,0,0.00118700087372639,0,-0.00118700087372639,0,-65.3753594126133,0
A6,T2_ctrl_A,T2,ctrl,A,5,CB4853,0,0.00118700087372639,0,-0.00118700087372639,0,-65.3753594126133,0
A7,T2_ctrl_B,T2,ctrl,B,5,CB4853,0,0.00118700087372639,0,-0.00118700087372639,0,-65.3753594126133,0
A10,T2_pos-1_1,T2,pos-1,1,10,CB4853,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,10,CB4853,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,10,CB4853,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,10,CB4853,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,10,CB4853,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,10,CB4853,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,3,CB4854,0.00541158514526905,0.0236898005400075,0.0248350466090676,-0.0182782153947385,-0.0194234614637985,-2.13014290066456,-2.19825430338197
A11,T2_pos-1_2,T2,pos-1,2,3,CB4854,0.00244813015743705,0.0236898005400075,0.0248350466090676,-0.0212416703825705,-0.0223869164516305,-3.27451388403737,-3.34262528675478
A12,T2_pos-1_3,T2,pos-1,3,3,CB4854,0.012913326568084,0.0236898005400075,0.0248350466090676,-0.0107764739719235,-0.0119217200409835,-0.875405354235006,-0.943516756952418
A13,T2_pos-1_4,T2,pos-1,4,3,CB4854,0.0148120417573928,0.0236898005400075,0.0248350466090676,-0.00887775878261473,-0.0100230048516748,-0.677495529827931,-0.745606932545343
A6,T2_ctrl_A,T2,ctrl,A,3,CB4854,0.0249978763023536,0.0236898005400075,0.0248350466090676,0.00130807576234607,0.000162829693286029,0.0775394841271742,0.00942808140976251
A7,T2_ctrl_B,T2,ctrl,B,3,CB4854,0.0246722169157815,0.0236898005400075,0.0248350466090676,0.000982416375774013,-0.000162829693286029,0.0586213028267211,-0.00949009989069064
A10,T2_pos-1_1,T2,pos-1,1,5,CB4854,0.00530233150528911,0.0234756442441229,0.0248070266234378,-0.0181733127388338,-0.0195046951181487,-2.14646597403616,-2.2260500474056
A11,T2_pos-1_2,T2,pos-1,2,5,CB4854,0.00223047165890434,0.0234756442441229,0.0248070266234378,-0.0212451725852186,-0.0225765549645334,-3.39574402843644,-3.47532810180588
A12,T2_pos-1_3,T2,pos-1,3,5,CB4854,0.0127369217147209,0.0234756442441229,0.0248070266234378,-0.010738722529402,-0.0120701049087168,-0.882148104191749,-0.961732177561185
A13,T2_pos-1_4,T2,pos-1,4,5,CB4854,0.0141913142908045,0.0234756442441229,0.0248070266234378,-0.00928432995331839,-0.0106157123326332,-0.726156543478816,-0.805740616848252
A6,T2_ctrl_A,T2,ctrl,A,5,CB4854,0.0249647260487326,0.0234756442441229,0.0248070266234378,0.00148908180460968,0.000157699425294838,0.0887263248655992,0.0091422514961633
A7,T2_ctrl_B,T2,ctrl,B,5,CB4854,0.0246493271981429,0.0234756442441229,0.0248070266234378,0.00117368295402,-0.000157699425294842,0.0703835184425859,-0.00920055492684992
A10,T2_pos-1_1,T2,pos-1,1,10,CB4854,0.00544688488101349,0.023074204913154,0.0240404190681607,-0.0176273200321405,-0.0185935341871472,-2.08277765509994,-2.1419587635641
A11,T2_pos-1_2,T2,pos-1,2,10,CB4854,0.00214733983917561,0.023074204913154,0.0240404190681607,-0.0209268650739784,-0.0218930792289851,-3.42565850051516,-3.48483960897931
A12,T2_pos-1_3,T2,pos-1,3,10,CB4854,0.0121608083410618,0.023074204913154,0.0240404190681607,-0.0109133965720922,-0.0118796107270989,-0.924041807251173,-0.983222915715327
A13,T2_pos-1_4,T2,pos-1,4,10,CB4854,0.0139409487277894,0.023074204913154,0.0240404190681607,-0.00913325618536456,-0.0100994703403713,-0.726952191869804,-0.786133300333958
A6,T2_ctrl_A,T2,ctrl,A,10,CB4854,0.0244726678870145,0.023074204913154,0.0240404190681607,0.00139846297386054,0.000432248818853811,0.0848904487403229,0.0257093402761691
A7,T2_ctrl_B,T2,ctrl,B,10,CB4854,0.0236081702493069,0.023074204913154,0.0240404190681607,0.000533965336152919,-0.000432248818853814,0.0330052932548878,-0.026175815209266
A10,T2_pos-1_1,T2,pos-1,1,3,CB4855,0,0.00146010287944513,4.39690012131941e-05,-0.00146010287944513,-4.39690012131941e-05,-65.674108441264,-60.6206689870105
A11,T2_pos-1_2,T2,pos-1,2,3,CB4855,0,0.00146010287944513,4.39690012131941e-05,-0.00146010287944513,-4.39690012131941e-05,-65.674108441264,-60.6206689870105
A12,T2_pos-1_3,T2,pos-1,3,3,CB4855,0,0.00146010287944513,4.39690012131941e-05,-0.00146010287944513,-4.39690012131941e-05,-65.674108441264,-60.6206689870105
A13,T2_pos-1_4,T2,pos-1,4,3,CB4855,0,0.00146010287944513,4.39690012131941e-05,-0.00146010287944513,-4.39690012131941e-05,-65.674108441264,-60.6206689870105
A6,T2_ctrl_A,T2,ctrl,A,3,CB4855,8.79380024263882e-05,0.00146010287944513,4.39690012131941e-05,-0.00137216487701874,4.39690012131941e-05,-4.05343945425354,1
A7,T2_ctrl_B,T2,ctrl,B,3,CB4855,0,0.00146010287944513,4.39690012131941e-05,-0.00146010287944513,-4.39690012131941e-05,-65.674108441264,-60.6206689870105
A10,T2_pos-1_1,T2,pos-1,1,5,CB4855,0,0.00117410625217357,0.000100192690875238,-0.00117410625217357,-0.000100192690875238,-65.3596013884942,-61.8088875875982
A11,T2_pos-1_2,T2,pos-1,2,5,CB4855,0,0.00117410625217357,0.000100192690875238,-0.00117410625217357,-0.000100192690875238,-65.3596013884942,-61.8088875875982
A12,T2_pos-1_3,T2,pos-1,3,5,CB4855,0,0.00117410625217357,0.000100192690875238,-0.00117410625217357,-0.000100192690875238,-65.3596013884942,-61.8088875875982
A13,T2_pos-1_4,T2,pos-1,4,5,CB4855,0,0.00117410625217357,0.000100192690875238,-0.00117410625217357,-0.000100192690875238,-65.3596013884942,-61.8088875875982
A6,T2_ctrl_A,T2,ctrl,A,5,CB4855,0.000200385381750475,0.00117410625217357,0.000100192690875238,-0.000973720870423095,0.000100192690875238,-2.55071380089599,1
A7,T2_ctrl_B,T2,ctrl,B,5,CB4855,0,0.00117410625217357,0.000100192690875238,-0.00117410625217357,-0.000100192690875238,-65.3596013884942,-61.8088875875982
A10,T2_pos-1_1,T2,pos-1,1,10,CB4855,0,0.00166577483815726,0.000512745936803812,-0.00166577483815726,-0.000512745936803812,-65.8642318213047,-64.1643544750878
A11,T2_pos-1_2,T2,pos-1,2,10,CB4855,0,0.00166577483815726,0.000512745936803812,-0.00166577483815726,-0.000512745936803812,-65.8642318213047,-64.1643544750878
A12,T2_pos-1_3,T2,pos-1,3,10,CB4855,0,0.00166577483815726,0.000512745936803812,-0.00166577483815726,-0.000512745936803812,-65.8642318213047,-64.1643544750878
A13,T2_pos-1_4,T2,pos-1,4,10,CB4855,0,0.00166577483815726,0.000512745936803812,-0.00166577483815726,-0.000512745936803812,-65.8642318213047,-64.1643544750878
A6,T2_ctrl_A,T2,ctrl,A,10,CB4855,0.00102549187360762,0.00166577483815726,0.000512745936803812,-0.000640282964549638,0.000512745936803812,-0.699877346216956,1
A7,T2_ctrl_B,T2,ctrl,B,10,CB4855,0,0.00166577483815726,0.000512745936803812,-0.00166577483815726,-0.000512745936803812,-65.8642318213047,-64.1643544750878
A10,T2_pos-1_1,T2,pos-1,1,3,CB4857,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,3,CB4857,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,3,CB4857,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,3,CB4857,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,3,CB4857,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,CB4857,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,CB4857,0,0,2.51227981565133e-05,0,-2.51227981565133e-05,0,-59.8131793852819
A11,T2_pos-1_2,T2,pos-1,2,5,CB4857,0,0,2.51227981565133e-05,0,-2.51227981565133e-05,0,-59.8131793852819
A12,T2_pos-1_3,T2,pos-1,3,5,CB4857,0,0,2.51227981565133e-05,0,-2.51227981565133e-05,0,-59.8131793852819
A13,T2_pos-1_4,T2,pos-1,4,5,CB4857,0,0,2.51227981565133e-05,0,-2.51227981565133e-05,0,-59.8131793852819
A6,T2_ctrl_A,T2,ctrl,A,5,CB4857,0,0,2.51227981565133e-05,0,-2.51227981565133e-05,0,-59.8131793852819
A7,T2_ctrl_B,T2,ctrl,B,5,CB4857,5.02455963130266e-05,0,2.51227981565133e-05,5.02455963130266e-05,2.51227981565133e-05,60.8131793852819,1
A10,T2_pos-1_1,T2,pos-1,1,10,CB4857,0,0,0.000422786523629317,0,-0.000422786523629317,0,-63.8860397121858
A11,T2_pos-1_2,T2,pos-1,2,10,CB4857,0,0,0.000422786523629317,0,-0.000422786523629317,0,-63.8860397121858
A12,T2_pos-1_3,T2,pos-1,3,10,CB4857,0,0,0.000422786523629317,0,-0.000422786523629317,0,-63.8860397121858
A13,T2_pos-1_4,T2,pos-1,4,10,CB4857,0,0,0.000422786523629317,0,-0.000422786523629317,0,-63.8860397121858
A6,T2_ctrl_A,T2,ctrl,A,10,CB4857,0,0,0.000422786523629317,0,-0.000422786523629317,0,-63.8860397121858
A7,T2_ctrl_B,T2,ctrl,B,10,CB4857,0.000845573047258634,0,0.000422786523629317,0.000845573047258634,0.000422786523629317,64.8860397121858,1
A10,T2_pos-1_1,T2,pos-1,1,3,CB4858,0,0,0.000933715477417172,0,-0.000933715477417172,0,-65.0290933184372
A11,T2_pos-1_2,T2,pos-1,2,3,CB4858,0,0,0.000933715477417172,0,-0.000933715477417172,0,-65.0290933184372
A12,T2_pos-1_3,T2,pos-1,3,3,CB4858,0,0,0.000933715477417172,0,-0.000933715477417172,0,-65.0290933184372
A13,T2_pos-1_4,T2,pos-1,4,3,CB4858,0,0,0.000933715477417172,0,-0.000933715477417172,0,-65.0290933184372
A6,T2_ctrl_A,T2,ctrl,A,3,CB4858,0.00186743095483434,0,0.000933715477417172,0.00186743095483434,0.000933715477417172,66.0290933184372,1
A7,T2_ctrl_B,T2,ctrl,B,3,CB4858,0,0,0.000933715477417172,0,-0.000933715477417172,0,-65.0290933184372
A10,T2_pos-1_1,T2,pos-1,1,5,CB4858,0,0,0.000966997956558486,0,-0.000966997956558486,0,-65.0796231618381
A11,T2_pos-1_2,T2,pos-1,2,5,CB4858,0,0,0.000966997956558486,0,-0.000966997956558486,0,-65.0796231618381
A12,T2_pos-1_3,T2,pos-1,3,5,CB4858,0,0,0.000966997956558486,0,-0.000966997956558486,0,-65.0796231618381
A13,T2_pos-1_4,T2,pos-1,4,5,CB4858,0,0,0.000966997956558486,0,-0.000966997956558486,0,-65.0796231618381
A6,T2_ctrl_A,T2,ctrl,A,5,CB4858,0.00193399591311697,0,0.000966997956558486,0.00193399591311697,0.000966997956558486,66.0796231618381,1
A7,T2_ctrl_B,T2,ctrl,B,5,CB4858,0,0,0.000966997956558486,0,-0.000966997956558486,0,-65.0796231618381
A10,T2_pos-1_1,T2,pos-1,1,10,CB4858,0,0,0.000943600149310261,0,-0.000943600149310261,0,-65.04428596767
A11,T2_pos-1_2,T2,pos-1,2,10,CB4858,0,0,0.000943600149310261,0,-0.000943600149310261,0,-65.04428596767
A12,T2_pos-1_3,T2,pos-1,3,10,CB4858,0,0,0.000943600149310261,0,-0.000943600149310261,0,-65.04428596767
A13,T2_pos-1_4,T2,pos-1,4,10,CB4858,0,0,0.000943600149310261,0,-0.000943600149310261,0,-65.04428596767
A6,T2_ctrl_A,T2,ctrl,A,10,CB4858,0.00188720029862052,0,0.000943600149310261,0.00188720029862052,0.000943600149310261,66.04428596767,1
A7,T2_ctrl_B,T2,ctrl,B,10,CB4858,0,0,0.000943600149310261,0,-0.000943600149310261,0,-65.04428596767
A10,T2_pos-1_1,T2,pos-1,1,3,CB4932,0,0.00172990397208405,0,-0.00172990397208405,0,-65.9187303709892,0
A11,T2_pos-1_2,T2,pos-1,2,3,CB4932,0,0.00172990397208405,0,-0.00172990397208405,0,-65.9187303709892,0
A12,T2_pos-1_3,T2,pos-1,3,3,CB4932,0,0.00172990397208405,0,-0.00172990397208405,0,-65.9187303709892,0
A13,T2_pos-1_4,T2,pos-1,4,3,CB4932,0,0.00172990397208405,0,-0.00172990397208405,0,-65.9187303709892,0
A6,T2_ctrl_A,T2,ctrl,A,3,CB4932,0,0.00172990397208405,0,-0.00172990397208405,0,-65.9187303709892,0
A7,T2_ctrl_B,T2,ctrl,B,3,CB4932,0,0.00172990397208405,0,-0.00172990397208405,0,-65.9187303709892,0
A10,T2_pos-1_1,T2,pos-1,1,5,CB4932,0,0.00272236205476592,0,-0.00272236205476592,0,-66.5728973634634,0
A11,T2_pos-1_2,T2,pos-1,2,5,CB4932,0,0.00272236205476592,0,-0.00272236205476592,0,-66.5728973634634,0
A12,T2_pos-1_3,T2,pos-1,3,5,CB4932,0,0.00272236205476592,0,-0.00272236205476592,0,-66.5728973634634,0
A13,T2_pos-1_4,T2,pos-1,4,5,CB4932,0,0.00272236205476592,0,-0.00272236205476592,0,-66.5728973634634,0
A6,T2_ctrl_A,T2,ctrl,A,5,CB4932,0,0.00272236205476592,0,-0.00272236205476592,0,-66.5728973634634,0
A7,T2_ctrl_B,T2,ctrl,B,5,CB4932,0,0.00272236205476592,0,-0.00272236205476592,0,-66.5728973634634,0
A10,T2_pos-1_1,T2,pos-1,1,10,CB4932,0,0.00756645590596239,0,-0.00756645590596239,0,-68.047656122225,0
A11,T2_pos-1_2,T2,pos-1,2,10,CB4932,0,0.00756645590596239,0,-0.00756645590596239,0,-68.047656122225,0
A12,T2_pos-1_3,T2,pos-1,3,10,CB4932,0,0.00756645590596239,0,-0.00756645590596239,0,-68.047656122225,0
A13,T2_pos-1_4,T2,pos-1,4,10,CB4932,0,0.00756645590596239,0,-0.00756645590596239,0,-68.047656122225,0
A6,T2_ctrl_A,T2,ctrl,A,10,CB4932,0,0.00756645590596239,0,-0.00756645590596239,0,-68.047656122225,0
A7,T2_ctrl_B,T2,ctrl,B,10,CB4932,0,0.00756645590596239,0,-0.00756645590596239,0,-68.047656122225,0
A10,T2_pos-1_1,T2,pos-1,1,3,CX11254,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,3,CX11254,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,3,CX11254,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,3,CX11254,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,3,CX11254,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,CX11254,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,CX11254,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,5,CX11254,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,5,CX11254,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,5,CX11254,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,5,CX11254,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,5,CX11254,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,10,CX11254,0,0,0.000376750570730279,0,-0.000376750570730279,0,-63.7197200181366
A11,T2_pos-1_2,T2,pos-1,2,10,CX11254,0.000525516548930701,0,0.000376750570730279,0.000525516548930701,0.000148765978200423,64.199846517316,0.480126499179382
A12,T2_pos-1_3,T2,pos-1,3,10,CX11254,0,0,0.000376750570730279,0,-0.000376750570730279,0,-63.7197200181366
A13,T2_pos-1_4,T2,pos-1,4,10,CX11254,0,0,0.000376750570730279,0,-0.000376750570730279,0,-63.7197200181366
A6,T2_ctrl_A,T2,ctrl,A,10,CX11254,0,0,0.000376750570730279,0,-0.000376750570730279,0,-63.7197200181366
A7,T2_ctrl_B,T2,ctrl,B,10,CX11254,0.000753501141460558,0,0.000376750570730279,0.000753501141460558,0.000376750570730279,64.7197200181366,1
A10,T2_pos-1_1,T2,pos-1,1,3,CX11262,0.0013303562936366,0,0,0.0013303562936366,0.0013303562936366,65.5398510931695,65.5398510931695
A11,T2_pos-1_2,T2,pos-1,2,3,CX11262,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,3,CX11262,0.000209165005616666,0,0,0.000209165005616666,0.000209165005616666,62.8707518222671,62.8707518222671
A13,T2_pos-1_4,T2,pos-1,4,3,CX11262,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,3,CX11262,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,CX11262,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,CX11262,0.00126673095491325,0,0,0.00126673095491325,0.00126673095491325,65.4691485540419,65.4691485540419
A11,T2_pos-1_2,T2,pos-1,2,5,CX11262,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,5,CX11262,3.02843048936378e-05,0,0,3.02843048936378e-05,3.02843048936378e-05,60.0827525239546,60.0827525239546
A13,T2_pos-1_4,T2,pos-1,4,5,CX11262,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,5,CX11262,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,5,CX11262,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,10,CX11262,0.000846663406838353,0,1.55116491840094e-05,0.000846663406838353,0.000831151757654344,64.8878988573098,5.77036455087527
A11,T2_pos-1_2,T2,pos-1,2,10,CX11262,0,0,1.55116491840094e-05,0,-1.55116491840094e-05,0,-59.1175343064345
A12,T2_pos-1_3,T2,pos-1,3,10,CX11262,0.000158845979857692,0,1.55116491840094e-05,0.000158845979857692,0.000143334330673682,62.4737388989757,3.35620459254113
A13,T2_pos-1_4,T2,pos-1,4,10,CX11262,0,0,1.55116491840094e-05,0,-1.55116491840094e-05,0,-59.1175343064345
A6,T2_ctrl_A,T2,ctrl,A,10,CX11262,3.10232983680189e-05,0,1.55116491840094e-05,3.10232983680189e-05,1.55116491840094e-05,60.1175343064346,1
A7,T2_ctrl_B,T2,ctrl,B,10,CX11262,0,0,1.55116491840094e-05,0,-1.55116491840094e-05,0,-59.1175343064345
A10,T2_pos-1_1,T2,pos-1,1,3,CX11264,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,3,CX11264,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,3,CX11264,0.000365369363581935,0,0,0.000365369363581935,0.000365369363581935,63.6754659890883,63.6754659890883
A13,T2_pos-1_4,T2,pos-1,4,3,CX11264,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,3,CX11264,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,CX11264,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,CX11264,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,5,CX11264,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,5,CX11264,0.000400002617870313,0,0,0.000400002617870313,0.000400002617870313,63.8061197627486,63.8061197627486
A13,T2_pos-1_4,T2,pos-1,4,5,CX11264,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,5,CX11264,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,5,CX11264,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,10,CX11264,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,10,CX11264,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,10,CX11264,0.000400018121514782,0,0,0.000400018121514782,0.000400018121514782,63.8061756788765,63.8061756788765
A13,T2_pos-1_4,T2,pos-1,4,10,CX11264,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,10,CX11264,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,10,CX11264,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,3,CX11271,0,0,0.0013991496524784,0,-0.0013991496524784,0,-65.6125886965268
A11,T2_pos-1_2,T2,pos-1,2,3,CX11271,0,0,0.0013991496524784,0,-0.0013991496524784,0,-65.6125886965268
A12,T2_pos-1_3,T2,pos-1,3,3,CX11271,0,0,0.0013991496524784,0,-0.0013991496524784,0,-65.6125886965268
A13,T2_pos-1_4,T2,pos-1,4,3,CX11271,0,0,0.0013991496524784,0,-0.0013991496524784,0,-65.6125886965268
A6,T2_ctrl_A,T2,ctrl,A,3,CX11271,0.00112809932753163,0,0.0013991496524784,0.00112809932753163,-0.000271050324946767,65.301932516259,-0.310656180267812
A7,T2_ctrl_B,T2,ctrl,B,3,CX11271,0.00167019997742516,0,0.0013991496524784,0.00167019997742516,0.000271050324946767,65.8680592663991,0.255470569872384
A10,T2_pos-1_1,T2,pos-1,1,5,CX11271,0,0,0.00156775664010609,0,-0.00156775664010609,0,-65.7767400457096
A11,T2_pos-1_2,T2,pos-1,2,5,CX11271,0,0,0.00156775664010609,0,-0.00156775664010609,0,-65.7767400457096
A12,T2_pos-1_3,T2,pos-1,3,5,CX11271,5.08082538468101e-05,0,0.00156775664010609,5.08082538468101e-05,-0.00151694838625928,60.8292451090717,-4.94749493663788
A13,T2_pos-1_4,T2,pos-1,4,5,CX11271,0,0,0.00156775664010609,0,-0.00156775664010609,0,-65.7767400457096
A6,T2_ctrl_A,T2,ctrl,A,5,CX11271,0.00132175601479066,0,0.00156775664010609,0.00132175601479066,-0.00024600062531543,65.5304943075659,-0.24624573814372
A7,T2_ctrl_B,T2,ctrl,B,5,CX11271,0.00181375726542152,0,0.00156775664010609,0.00181375726542152,0.00024600062531543,65.9870198090457,0.210279763336093
A10,T2_pos-1_1,T2,pos-1,1,10,CX11271,0,0,0.000756000625195171,0,-0.000756000625195171,0,-64.7244977483308
A11,T2_pos-1_2,T2,pos-1,2,10,CX11271,0,0,0.000756000625195171,0,-0.000756000625195171,0,-64.7244977483308
