strain,delta_ctrl_pos-1_T2,vst_ctrl_pos-1_T2,log2fc_ctrl_pos-1_T2,negctrl_growth_HT115_delta_t0,negctrl_abundance_log10
"QG2836",-0.000449339067514727,-0.0211992071906941,-63.9739148223746,0.000449339067514727,-3.3474258202931
"QG2837",NA,NA,NA,-0.00578151164104824,NA
"QG2838",-0.00238128127868835,-0.0364533707616277,-3.62997118519257,0.00259052769540499,-2.58661176029743
"QG2841",0.00161763237697593,0.0285021768686272,3.18348792313165,-0.00224145827872908,-3.69880066998917
"QG2843",NA,NA,NA,0,NA
"QG2846",0.000919844929448832,0.0128725902095664,1.04964651160213,-0.00612333780992379,-3.06567832765217
"QG2850",-0.013403306491248,-0.116032845171927,-68.8725554567947,0.00474219020469995,-1.87278805135422
"QG2854",NA,NA,NA,-0.0057697808578388,NA
"QG2855",NA,NA,NA,0,NA
"QG2857",-0.00312001689999771,-0.0472546590363829,-5.1758435687611,0.00320878490065837,-2.493659394649
"QG2873",NA,NA,NA,-0.00465269986086924,NA
"QG2874",-0.00516318109446214,-0.0512063154616364,-3.2196711894492,-0.00175439308722642,-2.23776621487777
"QG2875",-0.00310879891125039,-0.00984190743707855,-0.175253868311518,-0.00548223092863847,-1.56578910369243
"QG2877",NA,NA,NA,0,NA
"QG2932",-0.0021352143073299,-0.0462248391420577,-66.2224192933192,0.000742981797672305,-2.67055852915423
"QG536",NA,NA,NA,0,NA
"QG556",-0.00161368771962307,-0.0388927152499425,-9.87809099613798,0.000584298306100891,-2.79171874903311
"QG557",NA,NA,NA,-0.00049288329082707,NA
"QW947",-0.0129083816501982,-0.113860921023235,-68.8182746489828,0.00546381298293439,-1.88912820269447
"QX1211",NA,NA,NA,0,NA
"QX1212",-0.00243125705458094,-0.0319066093182809,-2.57010711491082,0.0017813696544574,-2.53408793944425
"QX1233",NA,NA,NA,0,NA
"QX1791",-0.00061072333569204,-0.0247153333756212,-64.41662929231,0.00061072333569204,-3.21415548532809
"QX1792",0.000369796036026502,0.0054688668351159,0.467214242715809,0.000966945056124934,-3.01459820275224
"QX1793",-0.00103691404176,-0.0204981732753158,-2.4788257450361,2.58772988633864e-05,-2.89839385982267
"QX1794",-0.000607579973096725,-0.024651634106634,-64.4091846376689,0.000607579973096725,-3.2163965496824
"RC301",-0.00066600540571616,-0.0258099460025997,-64.541644207967,-0.00123704100141479,-3.17652224580992
"TWN2530",-0.000971864790872311,-0.0236822736811528,-3.7953186738306,-0.00601177774813278,-2.97992949871097
"WN2001",NA,NA,NA,0,NA
"WN2002",-0.00106784459470743,-0.0326837101426318,-65.2227401200634,0.00106784459470743,-2.9714919463448
"WN2050",0.00776241426518427,0.0760903697350461,5.53069489706454,-0.00423301428381986,-3.76541052232033
"WN2063",0.0104297461807944,0.0544138283102075,1.66755841469635,-0.00220806477912705,-2.31953782544105
"WN2064",NA,NA,NA,0,NA
"WN2066",-0.00452407319118384,-0.0403708998912689,-2.16875359283416,0.00581801579042643,-2.23522510438739
"WN2069",-0.0118838743730466,-0.0759083162875144,-3.03032445169652,0.0135413337179627,-1.86833855885427
"WN2086",NA,NA,NA,0,NA
"XZ1513",0.000802279812856442,0.0130477055182481,1.24221278095707,0.000587487861601984,-3.23100110215195
"XZ1514",-4.03049322142738e-05,-0.00634865920661738,-60.4951386216387,4.03049322142738e-05,-4.3946418049166
"XZ1515",NA,NA,NA,0,NA
"XZ1516",-5.34309444497234e-05,-0.00255648914169114,-0.709351642352283,0.000137565003379141,-3.86149203683057
"XZ1672",NA,NA,NA,-0.00366192175352921,NA
"XZ1734",0.00801695012799718,0.0709398627555957,4.23523287128472,-0.0025908569115518,-3.34722856213783
"XZ1735",-0.000258685112137406,-0.0090852983211889,-1.90755477937078,0.000352693394880949,-3.45260267357214
"XZ1756",-0.000791063564462429,-0.028129561787689,-64.7899039452791,0.000791063564462429,-3.10178861816333
"XZ2018",-0.00208297204445515,-0.0456554477669044,-66.1866818928098,0.000400886531295633,-2.6813165586746
"XZ2019",0.006164990908246,0.0262433693898142,0.638205908092168,-0.00203181186645663,-1.95544880549052
"XZ2020",-0.0042258322692845,-0.0371755859295596,-1.95215877853733,-0.000981175242078225,-2.24424034183733
"XZ2211",0.000704491897261616,0.016161659424834,2.24537181706119,0.000188286622030949,-3.72518053598193
