strain,delta_ctrl_fog-2_T2,delta_ctrl_mig-6_T2,delta_ctrl_pos-1_T2,delta_ctrl_rde-3_T2,delta_ctrl_ric-3_T2,delta_ctrl_rpn-12_T2,delta_ctrl_spe-19_T2,delta_ctrl_spe-43_T2,delta_ctrl_unc-39_T2,delta_ctrl_vha-5_T2,vst_ctrl_fog-2_T2,vst_ctrl_mig-6_T2,vst_ctrl_pos-1_T2,vst_ctrl_rde-3_T2,vst_ctrl_ric-3_T2,vst_ctrl_rpn-12_T2,vst_ctrl_spe-19_T2,vst_ctrl_spe-43_T2,vst_ctrl_unc-39_T2,vst_ctrl_vha-5_T2,log2fc_ctrl_fog-2_T2,log2fc_ctrl_mig-6_T2,log2fc_ctrl_pos-1_T2,log2fc_ctrl_rde-3_T2,log2fc_ctrl_ric-3_T2,log2fc_ctrl_rpn-12_T2,log2fc_ctrl_spe-19_T2,log2fc_ctrl_spe-43_T2,log2fc_ctrl_unc-39_T2,log2fc_ctrl_vha-5_T2,PC1_delta_ctrl,PC1_vst_ctrl,negctrl_growth_HT115_delta_t0,negctrl_abundance_log10
"JU2534",0.000999735048594819,-0.00343591644179759,-0.00224896591402783,-0.000111410065978129,0.00143433273522438,0.00211401908768671,0.00182629497019763,-0.00133616160082535,0.000689426705032355,0.0023038233539064,0.0070066415885007,-0.0335470588942816,-0.01928667376713,-0.00082569663048182,0.00985768502475799,0.0141200908173416,0.0123430751125738,-0.0106756313753592,0.00490337587269427,0.0152717902697611,0.281674200681641,-1.94895474772175,-0.957401067031784,-0.0350867160985748,0.38882973486997,0.541924467136392,0.479087939694001,-0.490373302302723,0.199980785877526,0.581926635102071,0.121114219739957,0.123950748209738,0.000390245584490657,-2.33458684980893
"JU2565",-0.00121487250893504,-0.00235683330333958,-0.00094842258952702,-0.00246580368178041,-0.00419146516368546,-0.00520432553485028,-0.00368658206847134,-0.00129006578043967,-0.00220638449204471,-0.000547958887662825,-0.00649217858456187,-0.0130438878131557,-0.00502966845366488,-0.0136956117257547,-0.0247850571289084,-0.0321593246615236,-0.0213742891647741,-0.00690913500088715,-0.0121522058911651,-0.00287366335916568,-0.198323545426124,-0.41343450636139,-0.152432688570927,-0.435742101666623,-0.844574247234889,-1.15266124945759,-0.712523573229633,-0.211542687965882,-0.383191857056916,-0.086094795955875,-0.024080561457809,-0.0226544731491408,0.00095564649897965,-2.02455885583368
"JU2578",0.0261292657083752,-0.0814315846734064,-0.0200565663582089,0.00751793802169724,-0.0059603894863071,-0.00761310965284137,0.0361583027095882,0.0194123053550259,0.0218258184661057,-0.0254444915166307,0.0440134684642939,-0.235812181146951,-0.0381527144424928,0.013217534279703,-0.0108602805262996,-0.0139372205138886,0.0596654805926337,0.0331833531593779,0.0371090976526624,-0.0493020403526702,0.3865113680333,-4.5555278438805,-0.388026130888558,0.122203682624049,-0.104825210739443,-0.135293040546124,0.51111395326833,0.296604644090408,0.329558192830827,-0.512877832315117,0.138194835066283,0.145610622480418,0.0618847745634776,-1.07037863985443
"JU2581",-0.000975702131402329,0.00630496824690591,-0.00302890674838091,-0.00312571194960234,-0.0021576206422695,0.000231217462456572,0.000409972604413802,-0.00119883310470028,-0.000705401586727437,7.32808729568199e-06,-0.00547484761695545,0.0296519448497565,-0.0182926976221349,-0.0189518169430569,-0.0126034545993642,0.00125097160538477,0.00220688791499246,-0.00677556076960841,-0.00392454259184988,3.99046321234581e-05,-0.175724881087962,0.799952065941689,-0.634861114841356,-0.660577569836402,-0.42196388112172,0.0386830272060078,0.0678939248554307,-0.219106600939189,-0.124861825774519,0.00124204943501533,-0.140124217472335,-0.128435676974917,-0.00160611922583546,-2.07060381245858
"JU2800",0.00218567879754878,-0.00193645634316311,-0.00667835031997998,-0.00209178402493915,-0.000181446961068355,1.31608213376298e-05,-0.00198611360465803,0.000169074068182791,0.00101918606896272,0.00398108716575527,0.0113048304223673,-0.0113178652965723,-0.0504543230190511,-0.0122949244464907,-0.00100105174052249,7.21885663684252e-05,-0.0116289382589548,0.000923153769456189,0.00543335628513175,0.0197467766626504,0.334302553148001,-0.379007662923752,-2.29886403822959,-0.414201783141476,-0.03157443299474,0.00226352011600386,-0.390165909253182,0.0288121211465876,0.165553741129335,0.560688896577369,0.0553817597338022,0.0462452281064059,0.000714644321296882,-2.07711740074758
"JU2811",0.000280345804634556,0.0200089259668519,0.00286149575941031,-0.000359939226748426,-9.55024981172633e-05,-7.54824193783693e-05,0.000822872991294061,-0.000262719914429955,-0.000269774916429048,0.00303861636461755,0.00633335244606002,0.124235332034406,0.037815001682064,-0.0189732026936992,-0.00271097526794773,-0.00210655562457278,0.0154256179358229,-0.00911305751153278,-0.00947757104976342,0.0393570008475328,0.816014212576545,5.78871602606296,3.13139212310485,-5.40875255611885,-0.432617518190104,-0.330560049071692,1.69257396287857,-1.79946562238502,-1.89893177042567,3.20840837099846,-0.166862317027194,-0.155199842314998,-0.000793652528381983,-3.44377082066566
"JU2906",0.000726243773916165,-0.00411617358669679,0.00335694197763996,-0.00162880593848609,0.00180272504520823,-0.00158434505515705,-0.00333889876371497,-0.00019979035453014,-0.000103761984374937,-0.000938206748886091,0.00328737737130386,-0.0208637325618915,0.0144811664581909,-0.0077511181489683,0.00799417149206518,-0.00753185137446408,-0.0165701426666119,-0.000921489340164283,-0.000477624922253783,-0.00439608843321494,0.0847575504847644,-0.605931952886548,0.355800223988341,-0.210411930570092,0.201885060927319,-0.204241648033779,-0.470312690433673,-0.0242175517128033,-0.0125267404548904,-0.117427266767225,0.0757281661530218,0.0804986955085767,0.00014526043587661,-1.92105526807031
"JU310",0.000821429461370275,0.00039048634361925,-0.000269662167971516,0.000724465250771188,0.000661934057156768,0.00259779694345935,-0.000189734225471836,0.00355985551035314,0.000860709306920456,0.00384737892398374,0.0166155541324412,0.00927405140890181,-0.0164221317339279,0.0151128809233298,0.0141046705790836,0.037152153931761,-0.00748176976796371,0.0455005304259953,0.0172052030559502,0.0477861507539347,1.98228355408714,1.26478543786638,-5.0034771249409,1.84912379372134,1.7562354931647,3.36921533225454,-1.65138301987302,3.78551124815114,2.03291265249556,3.88972860105284,0.0508988760175808,0.0476237880416989,-0.00374528960043503,-3.56917997825489
"JU311",-0.00620839848857787,-0.00926373933008683,-0.0107122415579989,-0.00737079335258243,-0.00382371047532548,-0.00275699839892709,-0.00641845270224552,-0.00260115789125018,-0.00129914099456768,0.00220301787205046,-0.0263175074836282,-0.0419923440813559,-0.0504532817950292,-0.0319954193319877,-0.0155182073750366,-0.0109932876087535,-0.0273211285099403,-0.010346017174976,-0.00506431944430741,0.00818038373333507,-0.636844555626206,-1.09700613577517,-1.3799944093821,-0.795110011919388,-0.35808628106577,-0.248934959954361,-0.664189026523621,-0.233658055151704,-0.111974916608694,0.172023663858222,0.0867819609774925,0.0841814474006775,0.000905680827902069,-1.75976169987088
"JU3125",-0.00359364719411432,-0.00807220088025242,0.0144496664079798,-0.00152435410262417,0.000384464846816885,0.000941595062008586,0.000576565164870684,0.00252066793923486,-0.000131193104565833,0.0077678027996883,-0.0183695084378851,-0.0487028277583475,0.0542847546559106,-0.00738543582890099,0.00178516870753992,0.0043223659828024,0.00266648675984169,0.0112244423891324,-0.000615869632049945,0.0317695506190493,-0.53768285476492,-1.73148786111789,1.17056231114377,-0.204187284898529,0.0472388246312713,0.113059708886211,0.0702748684496352,0.284785731196845,-0.016480149865407,0.742010702812823,0.0537597640294707,0.077037800591014,-0.0123315554872004,-1.93772383941586
"JU3127",0.00415674605854687,0.00389961129938513,0.087512441318239,-0.000863563010008506,0.00251069638718723,0.00622588986612329,0.00177720065079428,0.000821875524891644,-0.00304702281246283,0.0128796968120613,0.0226733811059075,0.021415110180484,0.23081653468775,-0.00555239538521925,0.0143354961336016,0.0322976227777506,0.0103781861363242,0.00495404920998779,-0.0218595669211183,0.058892612308005,0.710449919501877,0.675321105155946,3.84763590744579,-0.204555788947564,0.469195393551926,0.96573531097238,0.347159606299645,0.170966746914471,-0.906272165873063,1.57125105461213,-0.0264726685706527,-0.0265120884325146,-0.0128810052291422,-2.18549547319047
"JU3137",-0.00135411337540993,-0.00139278732088051,-0.00406345703423509,-0.00023471969730087,-0.00142451769627117,3.99353922364521e-05,0.00112667853950142,-0.00218723336281443,-0.000101244396666091,-0.00278970994242151,-0.00929087883032152,-0.00957468337093236,-0.0333345386969812,-0.00152989382414506,-0.0098084127005755,0.000257335410114801,0.00696306930558061,-0.0156892195915929,-0.000656214425402896,-0.0207592889177399,-0.365795205393376,-0.377735575562173,-1.6085037092964,-0.0571224692291425,-0.387606500281166,0.0094976387943979,0.246521404726853,-0.647806573108169,-0.0243624390062701,-0.892699456929892,0.0311628428868424,0.026200263318436,0.000775727646238549,-2.21913719378818
"JU642",-3.811912170137e-05,-0.00514001321584033,0.00131562798501935,-0.00192178413875552,-0.000782463305829773,0.00258811242085488,-0.000235694634855127,-0.00244651567979163,-0.00180157220243519,-0.00257336597932087,-0.000235902879194463,-0.0431807851297754,0.00776296234637472,-0.0128907015704881,-0.00498711540819503,0.0146814397131866,-0.00146968868213103,-0.0168539060557434,-0.0120144982030177,-0.0178489276793991,-0.00835838153879092,-2.1775783841579,0.262288171369782,-0.496632131305526,-0.182098393798184,0.477387873973094,-0.0524741922600794,-0.668322492370303,-0.460018062686673,-0.713085425697382,0.0931963143916164,0.106362728470924,-0.00735208049153673,-2.18111878514326
"MY2212",-0.000482338608053757,-0.00823240264871899,0.00152286060525615,-0.00197434182140559,0.000717170835498885,0.000134694349508068,0.00160476919728809,-0.000881304519851345,-0.00184519349885355,0.00132012614296874,-0.00270898479265029,-0.0908575433417916,0.00807248778426485,-0.0116668935396472,0.00388632160129468,0.000742335490067733,0.008488311166539,-0.00501360373838272,-0.0108522030260656,0.00703577435597544,-0.0870107779487046,-9.89139380566125,0.244630108083962,-0.395118707098542,0.120383649428111,0.0233891597670516,0.256682232067506,-0.163171664407037,-0.365689087939032,0.214359213557777,0.130316053805163,0.142003397252577,-0.0018117006899272,-2.08447339628251
"MY2453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000684168133521225,NA
"MY2530",-0.00189454242431171,-0.00248534740994161,-0.00492663429497439,0.000942958443643279,-0.00492663429497439,3.41957494553327e-05,-0.00492663429497439,-0.000584574240562306,-0.0031191522346101,-0.00409279598012616,-0.0151554501076139,-0.0208182422898822,-0.070247748689859,0.00644066545910106,-0.070247748689859,0.000243776305500515,-0.070247748689859,-0.00430565937090045,-0.0277204385409521,-0.0413674754902669,-0.698704894392408,-1.01038055390882,-9.15170155606392,0.252250468688443,-9.15170155606392,0.00996166326916749,-9.15170155606392,-0.181881251777525,-1.44225044215513,-2.55036603416555,0.0237534966861781,0.00815259818495906,0.00394427340428817,-2.30744967429283
"MY2693",-0.00839610257974041,-0.0117359046293906,-0.010448567532396,0.0022236088357199,-0.004009523131728,0.00020867747153124,-0.004869993687979,-0.00329438985920004,-0.0032885705992744,-0.00666670314495477,-0.0408398683784516,-0.0643074969736904,-0.054325459212865,0.00875765640105949,-0.0175580766005232,0.000847424973214842,-0.0217113451400908,-0.0142240947485338,-0.0141973739186218,-0.0309709761962514,-1.14791055623636,-2.10154974732476,-1.65680428874272,0.195753846499724,-0.438384885159023,0.0195424817378822,-0.552738574541198,-0.34979175225672,-0.349092700631865,-0.825460421210713,0.117266743113858,0.121631939733127,0.00213725317678613,-1.81552072094348
"MY2741",0.00376710628199524,0.00031875178105171,-0.00389496911674494,0.000531123213156673,0.00113491905335923,0.000871932531965176,-0.000169993266403721,-6.54911714633114e-05,0.000971881128262674,0.0154136218838831,0.0165586692392766,0.00149775530097011,-0.0203486689929787,0.00248439804904686,0.00524269189190214,0.00404962590817869,-0.00080731240089478,-0.000310307119653463,0.0045045391483852,0.0576843646717395,0.414948433296831,0.0401179223552203,-0.609469222324018,0.066240723620641,0.138026465776214,0.107197891596838,-0.0218602951575502,-0.00838266324070503,0.118992096245651,1.24095011309555,0.0236181892353226,0.0226701002554318,-0.0018503797552748,-1.94709711349619
"MY679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000315249363971821,NA
"MY920",-0.00108199594504144,-0.0189540786765113,-0.0151397326679204,-0.0029203859978575,-0.00346129240441203,-0.00478600783866794,-0.000107620234704713,-0.0037658121078508,-0.00314663461070571,-0.00681364527992825,-0.00402452228724762,-0.138112477902923,-0.0763127558652821,-0.0111474189028269,-0.0133187968250511,-0.0187998947307849,-0.000395160756065077,-0.0145576719502985,-0.012051202136113,-0.0277046699636499,-0.0847605956660009,-11.0936571621261,-2.31038279462633,-0.24128136686012,-0.2907642235813,-0.419642013693682,-0.00821111871025919,-0.31938743354268,-0.261772810631241,-0.64231794736415,0.143018437268156,0.150449908305526,0.0113786524852517,-1.7222973209939
"NIC195",-0.00240009278026371,-0.00869288752525796,-0.00861486021363449,-0.0028745459181493,0.00129935323225719,-0.00156298721081894,-0.00160256728668114,-0.000167663201326945,-0.00127303285668583,-0.00676788749209046,-0.0129683288114691,-0.0651059853778993,-0.063990770768507,-0.0157664395827268,0.00636801401763955,-0.00823827208276248,-0.00845644593529252,-0.000851201148590969,-0.00665543139974631,-0.0437492598114044,-0.4011077724287,-3.04834146932656,-2.95711034395346,-0.495542849660292,0.178115059279866,-0.248221327652277,-0.255096621943041,-0.024671988129496,-0.198829571105671,-1.66402376728999,0.121956549022344,0.120656814961186,0.00379725484306411,-2.00526491548993
"NIC2",0.000947317620371649,0.000164044794801463,-0.000949072837739588,0.000619811325896943,-0.00229758619074586,-0.00428119195228026,0.00107889017915725,-0.000239693599122764,0.00758664247559284,-0.00331526897231437,0.00346558011398462,0.000606227626500394,-0.00356010596267109,0.00227698387410227,-0.0087847155889606,-0.0168737543571007,0.00394033299574006,-0.000890530879500417,0.0257453600281435,-0.0128701075529564,0.0717405849488737,0.0126813183446724,-0.0756391621213062,0.0473398356587733,-0.190428059455191,-0.377838951551543,0.0814283224838516,-0.018732033032578,0.493962183204086,-0.28353624699902,0.000373322917207578,-0.00191401494686378,-0.00440190401013418,-1.73114040035317
"NIC207",0.00248603248294464,-0.000882303447798389,-0.000268440326228922,0.00135388318473196,0.00303321458816865,0.00478164096127495,-0.000882303447798389,0.000650805350132022,-0.000568776224922053,0.0029872437891303,0.0283620348736912,-0.0297079628455085,-0.00492916602201302,0.0175980142279744,0.0329070446371381,0.0456224443724775,-0.0297079628455085,0.0094569821100492,-0.0120003375163941,0.0325379100703183,1.92228182825258,-6.68202636804881,-0.517226837890856,1.33316196947115,2.13893086144374,2.6705496778296,-6.68202636804881,0.79113655285741,-1.46741789696539,2.12193033734654,0.0823251827467346,0.0960676906577018,0.000882303447798389,-3.05438202366697
"NIC251",0.00198937048395115,0.0233544009988426,0.00227668815403528,-0.0013050664977612,0.00121872418214978,0.00268305526635069,0.00288216575020829,-0.00051266179919976,0.000424784449492635,0.00250080944588205,0.0164882229324116,0.10997101488884,0.0185544177584871,-0.0145313745294758,0.0106138597711312,0.0213784248057596,0.0227235660872014,-0.00517156456590806,0.00392663718651519,0.0201254629774452,0.788696320390032,3.2540956476971,0.873879930395639,-0.935842166641716,0.531755616464889,0.986369574924869,1.0384417280416,-0.299525478122425,0.208322043582041,0.937002257101042,-0.16381473020651,-0.153626641127724,-0.0185302971476204,-2.56450522301025
"NIC260",0.000340422237674736,0.00469671111655947,0.00201220155244968,-0.00128230824634275,-0.000804576434318379,0.00311397287628107,0.000887814494447664,-0.000332719601106761,-0.00012591214473585,0.00212890097821299,0.0025188819687938,0.0290980242900922,0.0137567887204815,-0.0104895841322043,-0.00636852698454208,0.0203780040082342,0.00638807291530885,-0.00255707938674361,-0.000956020486051257,0.0144834977195325,0.106871974393993,1.04323329514159,0.540517166793111,-0.493364744341352,-0.289349057763489,0.768374682269756,0.263671111421866,-0.112710292576997,-0.0416244690589609,0.566428041137187,-0.1277836838899,-0.117605731248407,-0.0160836320055591,-2.35470851262006
"NIC261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00720714608597821,NA
"NIC262",0.00363394081094881,-0.000794042229560539,-0.00729474509219431,-0.000360753166054405,0.00416529008614597,0.0077676381388228,0.0187136556530538,0.00543928430351788,0.00450552951435868,0.0282171708417854,0.0127509355912766,-0.00294171336647839,-0.0299187725946633,-0.00132884842715927,0.0145286350305428,0.0260897259665293,0.0572042642024152,0.0187114377401074,0.0156564929480923,0.080815989909783,0.25288920945447,-0.0616976853297994,-0.700399997728948,-0.0277041807251764,0.286414226251771,0.495214824649147,0.990326035001497,0.363758235561585,0.3074792929595,1.31480358531117,0.0430345999938735,0.0419872922057077,-0.028321753747125,-1.72219612754526
"NIC265",0.00450857292645071,-0.00715449517904211,-0.00764273938214866,-0.00117318146789269,0.00269575583278912,0.00449795979913455,0.00196684343926381,0.00465979922356115,0.000361035703824657,-0.00234856430439384,0.020058393194504,-0.0442623437595386,-0.0485603544705524,-0.00588248045255625,0.0124046857296636,0.0200149401972661,0.00918336237831252,0.0206759338696341,0.0017449272729305,-0.0121506724910212,0.50934141425446,-1.6076998893003,-1.82485213944865,-0.168404063213056,0.325568946600127,0.508330870799196,0.244529504666445,0.523664258146279,0.0481034597528553,-0.359478593988496,0.119341506144725,0.115605061901813,-0.00241678666683584,-1.97306607043699
"NIC266",7.3615196527179e-05,-0.00834662528829833,-0.0042602073024887,-0.000761315299939121,-0.00219377595811526,-0.00258135541296944,-0.00330345639785357,-0.00323139134413927,-0.00239546012948894,0.000567874663038266,0.000357442918799231,-0.0551945764114088,-0.023316666877079,-0.00377060975140332,-0.0112763077455982,-0.0134131755940243,-0.0175343026600414,-0.0171142813317195,-0.0123820847744559,0.00272666504163525,0.00990032016055849,-2.18931750531698,-0.733364743966724,-0.106581206866027,-0.331347491589223,-0.398703713984724,-0.533254747873259,-0.519248773203545,-0.366004903563948,0.0746686049658728,0.139221228790531,0.142370254228434,0.00413312109663238,-1.97135086743732
"NIC271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00105592716063348,NA
"NIC276",0.00324057163855492,-0.00380119450297238,0.00194904285971944,-0.00167795727135977,-0.000638128105924635,0.000532037805133122,-0.00236318606388079,-0.00197658581837922,-0.0021796532295857,0.00892428497029266,0.0142506517870185,-0.0195589020621744,0.00877674028290056,-0.00816443004549854,-0.0030308588900046,0.00246413761575448,-0.0116953941695954,-0.00968779504755156,-0.010737191738513,0.0359263358132726,0.357119353813095,-0.576595993732733,0.22518463809181,-0.226731776005091,-0.082083506898066,0.065038168894611,-0.330649039338658,-0.271102606020239,-0.302073612382416,0.826585392512508,0.0458884016043791,0.0500008915792317,0.00162767797401513,-1.93820400867276
"NIC523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000453108583710516,NA
"NIC526",-0.00670265583152275,-0.0164092808179456,-0.00989663767196839,-0.00195886679526461,-0.00213993350947712,-0.00769796454996442,-0.00373885510665069,-0.00597596134960286,-0.00221172080790462,-0.00985404376975785,-0.0266710122985412,-0.0840830494619577,-0.041834939191559,-0.00725285066467007,-0.00794281628790944,-0.031173704792507,-0.014195406963199,-0.023491198839261,-0.00821733980165759,-0.0416176278777407,-0.604450252985553,-2.62555018272226,-1.01561340675848,-0.152053676801477,-0.166952727336921,-0.720479986122681,-0.305660883495801,-0.525265215766721,-0.172902594632382,-1.00928300876599,0.1421482585938,0.144913807384079,0.00871354830399229,-1.70832459756146
"NIC527",-0.000369339731245897,-0.000331288143396635,-0.000207004761626386,-0.00172775990281675,-0.00208664926961255,-0.00146109511115419,-0.00160423826729163,-0.00100511592618927,-0.00102133654375156,-0.00208664926961255,-0.00424345371938296,-0.00378646038460465,-0.00232729688554884,-0.0267502485836876,-0.0456957575204983,-0.0206820684417308,-0.0237301344757482,-0.01280315237474,-0.0130508308394335,-0.0456957575204983,-0.279753671014099,-0.248293144177437,-0.15007047466188,-2.5110977041604,-7.9157354439119,-1.72409398426435,-2.09312105350531,-0.94256828960951,-0.964194607315403,-7.9157354439119,-0.0905826372869301,-0.0693635766627082,-0.00400393108181446,-2.68055054234442
"NIC528",-0.00122210189366503,0.000288747937164773,-0.00136795781716516,-0.00107745746002929,0.000379761311732027,0.000171363795540902,0.000577642230960234,-0.0018059017949507,-0.00194774212027842,0.00113908276668547,-0.0167504833100555,0.00311294195393587,-0.0194754160337892,-0.014286648067987,0.0040532368284038,0.00187237696290126,0.00603793725941735,-0.0304743714459905,-0.0367693829015602,0.0112899195133095,-1.33751786920292,0.192546060333577,-1.6278113473099,-1.09781383945338,0.248270764323428,0.11734284216978,0.362475256800562,-3.22396317148176,-4.76063664509958,0.644546883776235,-0.0404745801462685,-0.0446064760333544,-0.003021117329344,-2.69601196614308
"NIC529",-0.00304279971243315,-0.00820923841487305,-0.00119609751276614,8.65801626783284e-05,0.00079830236377167,-0.00212714209467823,0.000573867361521823,-0.000182192957269687,0.00173020145614905,-0.0037431925785993,-0.0187892943792046,-0.0907292739678632,-0.00688658068513248,0.000478515290945294,0.00432185293499157,-0.0126622059618163,0.00312668604877621,-0.00101519646106386,0.00913336360727585,-0.0238509498280995,-0.667181346189512,-9.88733293237478,-0.226927893229787,0.015120058714353,0.133749879108908,-0.432147058339197,0.0973832580870746,-0.0323447442902833,0.275650970207174,-0.876974132123297,0.137768851324238,0.148668751014505,0.00163533745563086,-2.0856971312557
"PB303",0.00114458663400042,-0.00201416036046193,-0.000634461639496472,-0.000706173288711702,-0.00174630900356925,-0.000133343236242305,-0.00143116535551427,0.00215780190072344,-0.000278111025843279,-0.00204221906380755,0.0112755126272954,-0.0399092422793058,-0.0076774113263291,-0.00864620969922033,-0.0280034287103784,-0.00150171821219632,-0.0204842949634405,0.0196467064959547,-0.0031926686189673,-0.0452063137135819,0.639779453938846,-5.80292128607068,-0.533990516167892,-0.608945538178291,-2.75132715399266,-0.0969880482899499,-1.72654074892047,1.03711953910525,-0.21023675145131,-7.88481491869294,0.06816986587088,0.0791035270870718,-0.000910239547464719,-2.68989767405126
"PB306",0.00481850123161678,0.00390463689239856,0.0201537584274264,0.000612271442318364,0.00161204969485667,-6.07829460796058e-05,0.00242368207370798,0.00195221715174343,-0.000663208155642976,0.00723796822370608,0.0250734616898889,0.0207736986531713,0.0815812092803203,0.00357930162432581,0.00913212540112419,-0.000363592699673357,0.0134103926861361,0.0109483558628036,-0.00405553487383591,0.035726216501747,0.74934436150011,0.634004532149615,1.94427969783173,0.119736142836944,0.296123745207803,-0.0124474937458887,0.424980161221283,0.351536716471781,-0.141995647830661,1.01648705179993,-0.0421273858273524,-0.0425941657326835,-3.02198845931745e-05,-2.15078638896987
"PX179",-0.00242432253246231,-0.0161844963689917,-0.00707953243356032,-0.00103458681637522,0.000867756901397843,-0.00135509350194477,-0.00142420903775168,-0.00127541184385207,-0.00147873504302553,-0.0042174145984889,-0.00998951934121231,-0.127563986304283,-0.0319986559297321,-0.00416609169203112,0.00339429331342669,-0.00548494656754928,-0.00577118465918991,-0.00515576358620362,-0.00599746715151427,-0.0179504568987395,-0.23397757947664,-10.8658742693458,-0.829286289543814,-0.0952504995353927,0.075310575303569,-0.126081325311858,-0.132817075095206,-0.118354667210286,-0.138153262856298,-0.435268666077332,0.165132476885604,0.159758627974817,0.00237618874712769,-1.79090081047648
"QG2075",0.00139959262799117,0.0111413242386033,-0.000595214521737116,-0.000935838789944381,-0.000137295718490985,-0.000279999858394811,-0.000272312202849053,3.59210017729283e-05,5.63930336230944e-06,0.00122797111386903,0.0151138056090354,0.0738842991071798,-0.00863426205243563,-0.014939060939607,-0.00181270395061407,-0.00379593818552462,-0.0036862500697063,0.000460482349151276,7.26520687077056e-05,0.013495276939612,0.94426136369531,3.06299100625959,-0.720332497230164,-1.38824001186044,-0.137110673810127,-0.294941119931944,-0.285983932943875,0.033821151776973,0.00536239221997927,0.856687246689244,-0.158191421332163,-0.144577664452526,-0.0015033547869391,-2.82226155215805
"QG536",-0.000857099144345522,0.00735310734092953,-0.00335824149613071,-0.00182792676247453,-0.00249322418497779,-0.00243531889456331,0.0023277579568155,-0.00282804879000681,-0.00271490587939857,-0.00357193439840189,-0.00570874690551948,0.0380584661216378,-0.0257833914784774,-0.0127692528129068,-0.0180815957967716,-0.0176008216377531,0.0137462096564628,-0.0209402706264347,-0.0199586522748257,-0.0278664403502167,-0.217949838164009,1.13940495105614,-1.15000953447971,-0.512579886737869,-0.75601118998494,-0.733113955427462,0.46550438818115,-0.896047336378951,-0.847190680210513,-1.26651015517953,-0.1417550800712,-0.127089136780878,-0.00318548544385252,-2.21437606141531
"QG556",0.000285444126885624,-0.000548903582511875,-0.00152977396494673,0.000212137435902057,-0.000514474361515098,-0.000714961980669519,0.000629362561110699,-0.000881803057182516,0.00076106658959802,0.000425708934859904,0.00348634464092989,-0.00776914851950297,-0.0362017885973301,0.00261865205034247,-0.00722646231554501,-0.0105301250897153,0.0073423528225519,-0.0136014572234264,0.00873723919925568,0.00509939555317875,0.244196794121756,-0.631871867865962,-6.43325657416831,0.185318193627558,-0.5829782665314,-0.894204638661905,0.492261520375235,-1.21677567426961,0.577001614179911,0.350567456592295,0.0428821426455039,0.0337710605893931,-0.000389950835725651,-2.81275965572508
"QG557",0.00200777283381907,0.00465556597141534,0.0039003617734173,0.00114350354541131,0.0016888253103321,0.00260710733035356,0.00302854292864724,0.00100743170266222,-0.000277124895452568,0.00141781063434625,0.0254104746553782,0.0465410913669315,0.0411830044932208,0.0163415368166393,0.0222584892511925,0.030871198694316,0.0344214478016509,0.0147344244174807,-0.00578686054997132,0.0194123025578021,1.90809605922179,2.88438098145473,2.66637594247864,1.36065400431369,1.72934901315842,2.19376070310928,2.36537159086177,1.25182739604452,-0.689669709321524,1.5578541204582,-0.12673510179773,-0.104750847643043,-0.00538516562336281,-3.14231130630179
"QW947",-0.000164869082562108,-0.000164869082562108,0.000280217054284106,0.00017173020034868,-0.000106100274566728,-7.8548298577794e-05,0.000921846553088964,0.00042277813556582,-3.58025869015994e-06,-0.000164869082562108,-0.0128404884628151,-0.0128404884628151,0.00825814150255265,0.00550718321647822,-0.00517433171454395,-0.00354945688080462,0.0201308553717028,0.0114033223756095,-0.000140193348940366,-0.0128404884628151,-4.32195250352798,-4.32195250352798,1.38661976116133,0.992431754190766,-1.36351595183831,-0.869351896299775,2.65805622286904,1.78077715346194,-0.0300740872320276,-4.32195250352798,0.0268408546306932,0.0484740692339362,-3.24317785136981e-05,-3.78286077874955
"QX1791",0.0215029918913933,-0.0271547717057906,0.0154791890298585,0.00906781085996702,0.0158284128524155,0.00972087379687538,0.00950593091524352,0.00439261639131557,0.00385795418230428,0.0106115917541132,0.0525015388743869,-0.103359879793264,0.0389638706743349,0.0236605555898999,0.0397693845077852,0.0252671295031264,0.0247396364191137,0.0117988943628193,0.0103989991439756,0.0274399083862833,0.710528900551222,-2.3486794888681,0.544112490645504,0.342977377110911,0.55430270907171,0.364796077258601,0.357651246246718,0.176328078050325,0.155982659189598,0.394032630458145,0.142714731250058,0.143998999171858,0.00378198594865952,-1.47134550211693
